,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114165562,0,0,0,0,0,0
LOC114188391,0,0,0,0,0,0
LOC114188399,0,0,0,0,0,0
LOC114164520,0,0,0,0,0,0
LOC114175998,4,10,2,8,12,6
LOC114175497,31,39,24,37,64,61
LOC114188413,0,0,0,0,0,0
LOC114164629,5150,4616,5698,3832,4470,4812
LOC114195310,2,2,0,0,4,4
LOC114196126,279,348,520,114,203,102
LOC114174116,213,140,149,50,119,72
LOC114194371,532,352,517,276,292,325
LOC114188440,0,0,0,0,0,0
LOC114184939,131,105,106,125,128,169
LOC114163197,9,2,26,9,1,11
LOC114188475,0,0,0,0,0,0
LOC114174858,113,58,51,59,74,72
LOC114165649,0,0,0,0,0,0
LOC114188545,0,0,0,0,0,0
LOC114188556,0,0,0,0,0,0
LOC114188566,0,0,0,0,0,0
LOC114181069,4,0,2,2,2,0
LOC114175745,157,86,74,64,74,98
LOC114188614,0,0,0,0,0,0
LOC114194789,0,0,0,0,0,0
LOC114163497,0,0,0,0,0,0
LOC114188655,0,0,0,0,0,0
LOC114188663,0,0,0,0,0,0
LOC114188674,0,0,0,0,0,0
LOC114188690,0,0,0,0,0,0
TRNAD-GUC_2,0,0,0,0,0,0
TRNAT-GGU,0,0,0,0,0,0
LOC114176298,0,0,3,0,1,1
TRNAG-GCC,0,0,0,0,0,0
LOC114180912,22,10,14,19,14,15
LOC114188698,0,0,0,0,0,0
LOC114185701,0,0,0,0,0,0
LOC114188703,0,0,0,2,0,0
LOC114188716,0,0,0,0,0,0
LOC114188724,0,0,0,0,0,0
LOC114188741,0,0,0,0,0,0
LOC114188746,0,0,0,0,0,0
LOC114188764,0,0,0,0,0,0
LOC114177619,1,0,0,0,0,0
LOC114188805,0,0,0,0,0,0
LOC114188815,0,0,0,0,0,0
LOC114188830,0,0,0,0,0,0
LOC114188847,0,0,0,0,0,0
LOC114188858,0,0,0,0,0,0
LOC114185362,128,114,124,134,133,166
LOC114188886,0,0,0,0,0,0
LOC114188893,0,0,0,0,0,0
LOC114163149,357,295,294,215,233,282
LOC114188903,0,0,0,0,0,0
LOC114179893,0,0,0,0,0,0
LOC114186008,84,67,49,55,81,66
LOC114194959,86,66,76,67,97,110
LOC114183995,1495,792,561,411,496,461
LOC114188931,0,0,0,0,0,0
LOC114178975,4,4,2,6,10,9
LOC114186686,121,103,132,128,107,137
LOC114164367,159,150,123,189,192,234
LOC114193076,491,517,603,323,429,324
LOC114194342,192,194,137,186,156,200
LOC114188951,0,0,0,0,0,0
LOC114196266,0,0,0,0,2,0
LOC114181391,346,305,297,344,256,241
LOC114181384,2,2,1,1,0,0
LOC114188974,0,0,0,0,0,0
LOC114188982,0,0,0,0,0,0
LOC114178913,101,46,144,47,38,20
LOC114176822,464,425,397,167,298,203
LOC114178611,4,69,25,163,118,78
LOC114181879,1342,1401,1343,1137,1548,1492
LOC114184768,99,63,84,102,82,130
LOC114162387,29,18,18,16,34,24
TRNAH-GUG,0,0,0,0,0,0
LOC114185234,4,6,6,2,15,11
LOC114165575,0,0,0,0,0,0
TRNAH-GUG_1,0,0,0,0,0,0
LOC114189017,0,0,0,0,0,0
LOC114189027,0,0,0,0,0,0
LOC114177283,56,21,27,50,35,52
LOC114165567,0,0,0,0,0,0
LOC114176037,52,62,28,30,42,18
LOC114192750,194,232,234,151,190,191
LOC114164639,0,2,0,0,2,4
LOC114162716,294,318,294,231,402,198
LOC114162735,224,231,170,375,243,428
LOC114195100,4,0,0,2,2,8
LOC114181345,0,0,0,0,0,0
LOC114164319,351,254,303,220,258,388
LOC114176728,188,100,103,78,83,82
LOC114186384,1600,695,652,470,561,827
LOC114163647,0,0,2,2,0,2
LOC114194808,0,22,10,66,28,20
LOC114194586,24,24,22,109,64,81
LOC114162887,0,0,0,1,0,0
LOC114186484,283,223,195,180,210,253
LOC114186468,48,51,60,47,62,59
LOC114180547,1178,1192,1114,932,1039,1071
LOC114180541,389,881,632,120,483,157
LOC114176507,0,0,0,0,0,0
LOC114162593,0,0,0,0,0,0
LOC114174647,855,1122,1224,953,1242,1038
LOC114183977,0,0,0,0,0,0
LOC114173903,0,0,0,0,0,0
LOC114192996,225,161,173,144,144,196
LOC114180532,6,0,0,2,2,6
LOC114189098,0,0,0,0,0,0
LOC114189118,0,0,0,0,0,0
LOC114176376,1390,625,491,345,352,479
LOC114179356,20,8,6,10,14,14
LOC114169696,6,14,8,8,10,11
LOC114176405,623,454,420,379,414,512
LOC114191664,1373,1066,1059,1193,1098,1434
LOC114193275,266,189,211,131,199,126
LOC114180015,0,28,8,4,19,10
LOC114195666,0,0,0,0,0,0
LOC114178635,87,82,96,118,174,94
LOC114178644,359,266,271,247,273,339
TRNAL-AAG,0,0,0,0,0,0
LOC114189148,0,0,0,0,0,0
LOC114174496,77,60,56,49,53,49
LOC114163945,31,6,22,16,8,45
LOC114173042,0,0,0,0,0,0
LOC114189166,0,0,0,0,0,0
LOC114183814,363,400,431,867,345,778
LOC114164590,0,0,0,0,0,0
TRNAS-UGA,0,0,0,0,0,0
LOC114189194,0,0,0,0,0,0
TRNAS-UGA_1,0,0,0,0,0,0
LOC114182536,100,77,35,21,37,30
LOC114189203,0,0,0,0,0,0
LOC114189213,0,0,0,0,0,0
LOC114189221,0,1,0,0,0,0
LOC114189229,0,1,0,2,0,0
LOC114182556,2,6,0,0,2,0
LOC114182545,33,66,58,79,19,79
LOC114182528,12,22,6,26,4,12
LOC114173826,0,0,0,0,0,0
LOC114178169,367,162,222,174,72,159
LOC114189252,0,0,0,0,0,0
LOC114194359,59,58,50,44,36,34
LOC114163125,1,1,5,13,6,4
LOC114175192,277,158,196,195,196,203
LOC114164206,258,164,230,163,249,161
LOC114174028,4,11,8,22,16,55
LOC114196181,145,144,136,115,156,161
LOC114189284,60,45,33,13,39,22
LOC114189301,0,0,0,0,0,0
LOC114189332,0,0,0,0,0,0
LOC114174038,652,822,720,603,670,826
LOC114177812,168,134,138,143,143,165
LOC114164167,4925,3571,2760,1383,2077,1413
LOC114175365,266,107,192,93,203,61
LOC114173851,0,0,0,0,0,0
LOC114191990,499,349,417,127,208,167
LOC114163130,592,503,514,434,610,680
LOC114163873,616,368,376,248,233,361
LOC114189438,0,0,0,0,0,0
LOC114175354,46,50,57,52,61,71
LOC114185205,857,854,902,900,868,1040
LOC114189482,0,0,0,0,0,0
LOC114189488,0,0,0,0,0,0
LOC114189455,214,242,190,244,257,224
LOC114173521,22,0,3,4,0,0
LOC114175083,16,117,73,119,262,110
LOC114174079,0,0,0,0,0,0
LOC114192028,561,401,406,784,382,1076
LOC114195583,0,4,2,4,6,1
LOC114189498,0,0,0,0,0,0
LOC114174231,356,292,236,262,281,336
LOC114191571,0,0,0,0,2,0
LOC114191580,206,185,192,190,182,139
LOC114163881,0,0,0,0,0,0
LOC114165441,0,0,0,0,0,0
LOC114165538,0,0,0,0,0,0
LOC114181671,0,0,0,0,0,1
LOC114175509,75,41,41,78,47,64
LOC114165488,22,8,6,18,18,14
LOC114184861,492,404,325,263,280,190
LOC114175471,49,20,49,24,10,12
LOC114180271,0,0,0,0,0,0
LOC114165445,0,0,0,0,0,0
LOC114165541,0,0,0,0,0,0
LOC114165495,1,8,0,2,1,1
LOC114194240,846,1688,572,373,418,369
LOC114178462,105,58,40,47,19,124
LOC114182857,0,0,0,0,0,0
LOC114183439,259,239,224,255,269,227
LOC114176261,398,410,384,315,383,533
LOC114189519,0,0,0,0,0,0
LOC114175879,4,0,2,2,2,0
LOC114189530,0,0,0,0,0,0
LOC114189540,0,0,0,0,0,0
LOC114165614,0,0,0,0,0,0
LOC114162532,189,142,175,131,135,138
LOC114174519,28,64,23,59,50,43
LOC114163501,23,11,8,23,16,10
LOC114181561,0,0,4,6,0,2
LOC114189561,0,0,0,0,0,0
LOC114179185,0,0,0,0,0,0
LOC114175388,9,14,2,95,22,87
LOC114164597,1028,782,682,1247,923,1142
LOC114189569,0,0,0,1,0,0
LOC114165501,0,0,0,0,0,0
LOC114165457,18,6,12,8,10,4
LOC114180428,0,0,0,0,0,0
LOC114180789,40,16,18,421,26,223
LOC114189588,0,0,0,0,0,0
LOC114189596,0,0,0,0,0,0
LOC114189605,0,0,0,0,0,0
LOC114180867,2,6,11,6,4,0
LOC114179464,2801,2973,2751,1336,2146,1730
LOC114173916,22,14,17,49,45,40
LOC114163697,0,0,0,0,0,0
LOC114165262,0,0,0,0,0,0
LOC114189636,0,0,0,0,0,0
LOC114163616,0,0,0,0,0,0
LOC114165294,0,0,0,0,0,0
LOC114189644,0,0,0,0,0,0
LOC114189651,0,0,0,0,0,0
LOC114163503,0,0,0,0,0,0
LOC114175900,0,0,0,0,0,0
LOC114176831,39,33,26,29,37,38
LOC114165334,1,0,1,2,0,1
LOC114194655,806,709,627,609,704,684
LOC114186072,1814,1434,1412,2380,1809,2203
LOC114174699,19,7,11,12,19,27
LOC114170434,0,0,0,0,0,2
LOC114179272,179,90,122,120,146,122
LOC114181920,8,4,2,18,2,17
LOC114184971,360,324,278,268,321,319
LOC114192475,0,0,0,0,0,0
LOC114189685,0,0,0,0,0,0
LOC114185859,12,18,15,36,35,35
LOC114185850,122,100,54,16,22,35
LOC114188723,62,39,39,44,35,65
LOC114173802,21,84,18,44,146,55
LOC114162308,676,880,834,385,1156,640
LOC114165506,1,0,0,0,0,0
TRNAR-ACG,0,0,0,0,0,0
TRNAR-ACG_1,0,0,0,0,0,0
LOC114176904,24039,27799,25046,7469,17765,12089
LOC114194680,227,218,229,523,289,426
LOC114181096,374,412,377,522,445,642
LOC114195651,667,709,615,587,693,818
LOC114165459,0,0,0,0,0,0
LOC114165463,0,0,0,0,0,0
LOC114189712,0,0,0,0,0,0
LOC114173498,274,270,246,173,242,176
TRNAE-UUC,0,0,0,0,0,0
LOC114179487,0,0,0,0,0,0
LOC114194249,160,222,169,200,157,198
LOC114193765,213,175,158,150,220,213
LOC114189720,0,0,0,0,0,0
LOC114195949,151,174,127,183,125,238
LOC114189736,0,0,0,0,0,0
LOC114189743,0,0,0,0,0,2
TRNAK-UUU,0,0,0,0,0,0
TRNAK-UUU_1,0,0,0,0,0,0
LOC114165468,118,35,34,16,56,24
LOC114185653,656,603,536,731,582,707
LOC114162158,0,0,0,6,0,2
LOC114194308,147,97,144,122,94,148
LOC114194723,32,10,14,4,2,6
LOC114185201,490,418,352,258,276,273
LOC114193824,134,226,194,190,195,182
LOC114189753,0,0,0,0,0,0
LOC114175200,49,30,30,48,34,28
LOC114183280,76,256,211,231,293,172
LOC114187259,56,233,13,255,270,68
LOC114194170,371,261,269,198,222,212
LOC114189760,2,4,2,8,6,10
LOC114195250,119,92,96,108,103,84
LOC114179596,10,9,21,40,24,25
LOC114175185,734,568,571,679,612,826
LOC114176599,81,30,43,32,30,51
LOC114195203,0,0,0,0,0,0
LOC114189792,0,0,0,0,0,0
LOC114184915,436,308,297,181,219,235
LOC114163842,425,386,334,267,379,255
LOC114174559,529,261,379,310,319,374
LOC114189806,0,0,0,0,0,0
LOC114173558,52,92,59,108,91,159
LOC114177213,143,128,146,107,89,120
LOC114164044,0,0,0,0,0,0
LOC114164038,0,0,0,0,0,0
LOC114178469,8,2,6,16,20,10
LOC114178559,6,4,14,35,8,10
LOC114189825,0,0,0,0,0,0
LOC114175863,53,67,42,51,44,55
LOC114177905,0,0,14,26,0,0
LOC114164661,6,13,6,32,15,6
LOC114189838,0,0,0,0,0,0
LOC114189845,0,0,0,0,0,0
LOC114189856,0,0,0,0,0,0
LOC114162988,17137,17556,26238,10103,25642,17012
LOC114175419,207,114,138,142,147,147
LOC114189899,0,0,0,0,0,0
LOC114189909,0,0,0,0,0,0
LOC114178142,498,278,406,218,333,317
LOC114184273,1331,1234,1230,759,1153,1013
LOC114180628,0,0,0,0,2,2
LOC114191709,496,279,420,220,261,348
LOC114185182,431,341,334,268,338,318
LOC114180524,22,0,10,10,2,5
LOC114180759,0,0,0,0,0,0
LOC114165596,0,0,0,0,0,0
LOC114181075,0,0,0,0,0,0
LOC114189955,0,0,0,0,0,0
LOC114189966,0,1,0,0,0,0
LOC114189975,0,0,0,0,0,0
LOC114189986,0,0,0,0,0,0
LOC114181491,0,4,0,2,2,0
LOC114196026,366,259,220,302,253,377
LOC114173452,0,0,0,0,0,0
LOC114192059,520,543,536,531,593,979
LOC114173451,248,256,227,610,363,569
LOC114190012,0,0,0,0,0,0
LOC114173337,37,25,36,31,24,54
LOC114190025,0,0,0,0,0,0
LOC114164688,0,0,0,0,0,0
LOC114190034,0,0,0,0,0,0
LOC114190042,0,0,0,0,0,0
LOC114194335,986,1002,685,181,267,263
LOC114180031,22,13,20,20,35,24
LOC114194575,325,240,242,468,266,328
LOC114162896,0,0,0,0,0,0
LOC114194056,28,18,20,54,14,54
LOC114184092,466,659,362,420,447,467
LOC114184152,23,36,16,16,14,17
LOC114190051,0,2,1,0,1,0
LOC114184547,1302,841,695,532,640,726
LOC114184425,216,307,209,156,281,280
LOC114193681,84,82,49,366,86,147
LOC114175964,52,40,24,128,51,45
LOC114192804,472,307,351,305,360,292
LOC114181982,14,10,2,28,19,35
LOC114192565,142,100,98,120,96,140
LOC114174525,29,64,28,31,76,24
LOC114180781,2263,2192,2749,1245,2060,1409
LOC114186869,778,725,781,426,682,772
LOC114182515,1255,1398,1251,1118,1327,1394
LOC114177174,215,240,129,196,222,266
LOC114163263,0,0,0,0,0,0
LOC114184478,561,359,357,499,339,589
LOC114188177,104,126,87,131,96,155
LOC114178653,0,0,0,0,0,0
LOC114190098,0,0,0,0,0,0
LOC114195478,12,10,8,12,6,13
LOC114195465,128,81,88,95,82,74
TRNAV-UAC,0,0,0,0,0,0
LOC114184370,198,146,89,184,159,216
LOC114177881,53,60,45,65,46,74
LOC114168486,995,883,811,643,655,839
LOC114194904,1314,1131,1059,1894,1124,1772
LOC114190118,0,0,0,0,0,0
LOC114177315,1119,1018,1547,2939,1274,875
LOC114187020,39,11,10,66,27,57
LOC114162265,870,821,494,396,374,893
LOC114178566,35,23,31,10,8,8
LOC114190127,0,0,0,0,0,0
LOC114181014,4069,5864,4683,3756,4737,3366
LOC114181024,0,2,2,0,0,2
LOC114180696,1040,834,773,991,853,948
LOC114177803,49,43,32,30,45,50
LOC114186759,459,232,135,5633,689,3211
LOC114190590,1479,603,417,237,402,416
LOC114190130,0,0,0,0,0,0
LOC114176021,0,0,0,4,0,6
LOC114163969,64,32,28,92,93,399
LOC114195897,73,153,100,97,222,156
LOC114190140,0,0,0,0,0,0
LOC114193650,20,16,20,37,24,36
LOC114192014,0,0,0,0,0,0
LOC114178376,13,21,22,12,32,2
LOC114173810,6,6,0,8,4,14
LOC114164891,232,224,216,199,241,253
LOC114164718,385,336,369,431,347,402
LOC114180691,18,16,14,4,10,8
LOC114175277,2,4,0,6,3,2
LOC114164927,0,0,0,0,0,0
LOC114190172,0,0,0,0,0,0
LOC114190181,0,0,0,0,0,0
LOC114163143,148,151,128,201,132,245
LOC114179267,2323,2840,2616,6932,3692,4067
LOC114173867,4,6,12,11,12,21
LOC114163546,23468,10450,9885,33624,6814,29594
LOC114176699,0,4,0,12,6,11
LOC114193019,383,357,280,267,307,334
LOC114184609,134,83,106,699,145,935
LOC114192607,273,221,203,155,168,208
LOC114180606,18,14,7,7,14,4
LOC114175952,32,63,8,28,36,10
LOC114194713,257,132,194,155,161,149
LOC114191585,1223,742,884,1677,777,1197
LOC114190198,3,0,0,0,2,3
LOC114188452,69,46,24,28,35,52
LOC114190209,0,0,0,0,0,0
LOC114194619,1905,1692,1604,1040,1459,1605
LOC114162821,152,146,112,171,136,140
LOC114192327,75,69,49,134,87,156
LOC114165184,0,0,0,0,0,2
LOC114190217,0,0,0,0,0,0
LOC114190228,0,0,0,0,0,0
LOC114163368,0,0,0,0,0,0
LOC114183789,706,712,516,514,485,527
LOC114163219,0,0,0,0,0,0
LOC114165451,0,0,0,0,0,0
LOC114165523,0,0,0,0,0,0
LOC114194037,57,46,32,49,54,65
LOC114186452,241,210,147,166,126,125
LOC114177605,15,7,6,8,10,10
LOC114165350,746,578,517,810,644,1096
LOC114186672,812,888,918,704,878,1040
LOC114163282,16,6,8,10,6,24
LOC114178145,55,53,119,416,132,206
LOC114185496,143,89,110,425,112,270
LOC114190257,0,0,0,0,0,0
LOC114176159,161,130,160,155,168,177
LOC114177590,49,28,38,26,15,42
LOC114173539,117,54,80,136,79,62
LOC114164679,0,1,2,2,0,0
LOC114194456,228,210,184,193,241,193
LOC114194935,8,15,6,6,15,10
LOC114194441,25,28,20,18,8,20
LOC114195150,0,2,0,2,0,0
LOC114192723,113,67,87,150,53,84
LOC114192739,0,0,0,0,0,0
LOC114176739,0,0,0,0,0,2
LOC114162874,0,0,0,0,0,0
LOC114174977,0,2,4,8,4,8
LOC114193549,260,164,78,55,93,171
LOC114191500,229,251,215,171,221,194
LOC114192762,371,330,392,276,339,302
LOC114173514,0,0,0,0,0,0
LOC114177709,115,56,112,45,96,49
LOC114194647,344,274,302,284,295,343
TRNAV-AAC,0,0,0,0,0,0
LOC114178278,149,95,93,86,133,98
LOC114190280,122,137,103,108,180,118
LOC114178539,277,222,268,276,270,184
LOC114173405,88,52,80,80,43,103
LOC114175129,64,48,58,120,87,128
LOC114175123,162,182,142,240,315,233
LOC114175136,82,75,54,48,42,58
LOC114192952,1600,1515,1717,1421,1795,1708
LOC114179074,511,370,429,694,516,617
LOC114162699,436,234,343,293,304,304
LOC114194297,16,46,8,72,16,63
LOC114173584,0,0,0,0,0,0
LOC114178392,0,0,0,0,0,0
LOC114190312,0,0,0,0,0,0
LOC114178619,96,282,137,97,455,50
LOC114176446,859,1151,1112,316,1410,447
LOC114177846,0,0,0,0,0,0
LOC114176140,2,0,0,0,0,4
LOC114190337,0,0,0,0,0,0
LOC114189547,1473,1045,1207,807,970,1083
LOC114180169,421,434,381,380,414,449
LOC114190371,0,0,0,0,0,0
LOC114190379,0,0,0,0,1,0
LOC114176543,134,126,118,92,133,109
LOC114194920,243,262,269,321,267,249
LOC114164359,2,0,0,0,0,0
LOC114165589,0,0,0,0,0,0
LOC114181949,273,247,229,228,210,258
LOC114183705,269,253,206,330,219,246
LOC114183730,9,5,4,14,8,20
LOC114183714,177,140,134,205,126,144
LOC114190400,0,0,0,0,0,0
LOC114183735,655,437,416,776,510,1101
LOC114190408,0,0,0,0,0,0
LOC114190415,0,0,0,0,0,0
LOC114178427,86,114,145,80,119,79
TRNAS-GCU_1,0,0,0,0,0,0
LOC114176425,0,4,0,8,12,14
LOC114178172,129,112,113,67,122,84
LOC114185350,1883,1627,1891,1294,2244,1853
LOC114195979,283,212,195,619,175,424
LOC114193672,135,77,84,128,88,116
LOC114194561,373,505,493,620,591,687
LOC114190432,0,0,0,0,0,0
LOC114176113,352,243,280,207,210,208
LOC114190439,27,34,37,77,51,52
LOC114179957,615,404,404,207,326,261
LOC114191213,8,27,14,8,19,14
LOC114173895,0,0,0,0,0,0
LOC114168410,136,107,184,123,109,96
LOC114173988,1390,1345,2654,996,1858,1247
LOC114173996,6,16,11,18,24,4
LOC114163573,0,0,0,0,0,0
LOC114182574,368,349,264,322,292,350
LOC114184748,131,151,109,166,154,218
LOC114190447,6,0,12,23,17,25
LOC114186203,1341,1131,950,407,722,624
LOC114190462,0,0,0,0,0,0
LOC114187996,6,40,15,78,113,32
LOC114195067,0,0,2,0,0,0
LOC114195046,131,92,72,37,32,48
LOC114195060,1872,2296,3135,2202,3052,2769
LOC114190470,0,0,0,0,0,0
LOC114194999,356,283,328,250,426,253
LOC114195053,182,164,159,147,173,154
LOC114195031,38,20,22,31,38,28
LOC114173230,122,110,82,115,84,120
LOC114177372,774,644,588,846,737,1071
LOC114162586,152,257,69,838,277,1040
LOC114163688,1366,851,673,1051,973,1437
LOC114190480,0,0,0,0,0,0
LOC114183051,305,154,163,245,248,303
LOC114183042,807,923,785,743,786,803
LOC114187175,148,151,131,176,214,204
LOC114183001,3075,2386,1803,1465,1718,1760
LOC114186363,2,0,4,10,6,2
LOC114186352,152,105,294,458,114,130
LOC114162672,0,59,0,0,0,0
LOC114181976,606,453,703,228,537,224
LOC114162446,310,548,255,31,315,98
LOC114164028,308,245,343,128,251,98
LOC114195610,237,201,177,209,209,266
LOC114195627,0,0,0,0,0,0
LOC114194415,71,79,33,84,56,75
LOC114190486,0,0,0,0,0,0
LOC114178862,469,513,681,421,568,467
LOC114195209,412,414,282,741,462,1320
LOC114179782,77,48,79,94,70,127
LOC114185619,3370,2718,3232,1886,2343,2229
LOC114192576,119,151,154,145,193,230
LOC114187092,119,129,68,125,110,123
LOC114175691,6,41,2,26,76,25
LOC114181180,0,0,0,0,0,0
LOC114192585,120,155,209,461,240,290
LOC114165631,0,0,0,0,0,0
LOC114192356,186,221,150,257,166,294
LOC114181284,0,0,0,0,0,0
LOC114163410,181,43,127,98,56,64
LOC114173691,12,30,31,6,18,2
LOC114162904,182,158,143,138,119,130
LOC114185241,630,225,880,549,414,823
LOC114185257,3,0,2,2,0,4
LOC114185264,491,256,185,283,304,386
LOC114191544,139,88,110,95,116,142
LOC114164391,0,0,0,10,2,8
LOC114174445,10,14,26,22,29,40
LOC114164432,77,46,39,106,49,66
LOC114183168,516,544,507,388,468,342
LOC114164152,184,137,146,245,136,230
LOC114184890,38,43,56,39,45,30
LOC114195486,264,229,200,237,226,321
LOC114184130,127,70,88,222,75,177
LOC114165017,0,0,0,0,0,0
LOC114177736,0,0,0,0,0,0
LOC114190503,0,0,0,0,0,0
LOC114179820,0,0,0,0,0,0
LOC114163653,0,0,0,0,0,0
LOC114185813,64,82,44,106,84,125
LOC114177352,54,80,24,77,105,97
LOC114195196,735,654,703,609,831,790
LOC114165290,149,141,109,57,135,80
LOC114180918,761,562,681,559,593,1016
LOC114181407,277,261,445,197,220,281
LOC114190520,0,0,0,0,0,0
LOC114195429,6,12,0,12,18,20
LOC114181880,0,0,0,2,2,6
LOC114186821,8242,8294,8655,5451,7320,6919
TRNAT-AGU,0,0,0,0,0,0
TRNAT-AGU_1,0,0,0,0,0,0
LOC114181313,12,12,10,6,23,12
LOC114194787,409,360,238,243,249,368
LOC114191752,493,365,474,279,260,253
LOC114173456,186,234,196,142,249,128
LOC114175872,138,77,37,477,316,1608
LOC114165301,0,0,0,0,0,0
LOC114190525,0,0,0,0,0,0
LOC114177079,103,92,94,90,96,110
LOC114177274,43,64,47,30,46,31
LOC114176595,8,62,70,92,71,29
LOC114182339,421,311,338,218,225,283
LOC114182329,406,431,299,184,306,209
LOC114178548,108,111,59,90,64,95
LOC114191375,205,141,157,116,156,164
LOC114175208,201,147,136,724,276,329
LOC114165214,161,113,85,124,118,134
LOC114178830,81,196,231,198,219,139
LOC114164838,670,400,565,535,463,607
LOC114174893,29,28,30,34,38,40
LOC114178106,0,14,0,0,59,0
LOC114178787,4,2,0,3,0,3
LOC114178180,1468,945,616,1267,543,1364
LOC114183429,546,610,453,113,317,292
LOC114177366,567,577,614,254,261,361
LOC114192617,1002,724,672,505,596,627
LOC114193903,2,0,14,0,0,0
LOC114190674,0,0,1,0,0,0
LOC114190759,4,2,2,0,4,0
LOC114178624,0,55,0,17,74,56
LOC114186525,113,153,122,85,125,105
LOC114178202,591,429,400,1284,513,2381
LOC114178196,183,208,194,84,178,134
LOC114179539,8,6,4,8,4,12
LOC114184872,157,148,143,79,148,70
TRNAN-GUU_1,0,0,0,0,0,0
LOC114195265,145,106,108,131,100,136
LOC114192831,60,40,43,52,36,56
LOC114162640,11,22,30,113,28,13
LOC114181143,4,2,4,4,4,15
LOC114181944,0,0,0,2,0,0
LOC114178181,0,0,0,0,0,0
LOC114173390,173,144,122,107,127,169
LOC114175786,634,462,484,491,514,495
LOC114195390,8,0,5,6,0,7
LOC114195398,442,309,207,183,300,244
LOC114183653,230,272,266,252,222,283
LOC114190541,0,0,0,0,0,0
LOC114163478,2,0,0,2,0,2
LOC114189016,442,530,435,444,507,568
LOC114178031,14,26,18,292,43,203
LOC114173899,36,20,33,24,26,30
LOC114183410,0,2,0,0,0,0
LOC114177561,43,69,52,76,114,26
LOC114165583,0,0,0,0,0,0
LOC114193497,99,110,106,183,97,184
LOC114190547,0,0,0,0,0,0
LOC114190555,0,0,0,0,0,0
LOC114179347,0,5,11,0,0,16
TRNAE-UUC_1,0,0,0,0,0,0
LOC114180787,0,0,0,0,0,0
LOC114173005,1046,657,685,1243,571,1461
LOC114177752,156,112,96,87,121,93
LOC114181013,119,87,60,84,89,107
LOC114162516,46,24,48,36,60,37
LOC114176803,27,25,28,42,34,42
LOC114173817,210,136,138,157,197,200
LOC114162360,6,22,4,20,8,39
LOC114176286,6,18,11,19,32,48
LOC114171362,104,60,50,97,72,89
LOC114181415,2,2,0,0,0,2
LOC114181030,152,21,36,40,102,626
LOC114179872,346,275,83,375,232,679
LOC114179885,2,0,0,1,2,3
LOC114173795,2,0,0,6,0,4
LOC114184876,589,647,683,547,517,932
LOC114185997,101,83,79,63,82,60
LOC114195963,221,244,225,170,183,155
LOC114173553,24,20,30,130,47,57
LOC114184899,154,269,167,431,303,178
LOC114196061,95,85,68,127,131,132
LOC114193048,212,175,140,195,168,185
LOC114162354,136,100,74,129,141,164
LOC114173568,468,543,760,344,824,779
LOC114178347,83,29,62,12,40,53
LOC114178356,21,10,19,44,25,28
LOC114178363,32,37,38,75,25,73
LOC114182505,218,133,231,225,126,257
LOC114178837,6,3,10,6,2,0
LOC114164003,108,82,113,89,80,137
LOC114179662,1155,1308,1090,750,898,944
LOC114193542,49,56,30,66,28,121
LOC114190605,12,10,12,8,14,15
LOC114191745,5,79,62,22,96,14
LOC114176631,458,303,383,423,409,505
LOC114177223,33,18,24,18,20,24
LOC114195279,4,2,4,8,0,2
LOC114162407,0,2,0,2,0,0
LOC114181713,0,0,0,0,0,0
LOC114162572,3026,1394,1208,1584,972,911
LOC114183452,602,650,377,710,401,1072
LOC114163679,231,110,122,452,193,539
LOC114193657,567,361,195,1890,377,1762
LOC114192125,146,108,122,95,162,132
LOC114193892,264,184,188,111,153,106
LOC114168235,0,6,0,2,4,0
LOC114162423,202,181,163,108,136,141
LOC114162416,178,85,132,82,139,30
LOC114186510,716,595,586,465,661,630
LOC114169071,0,0,0,0,0,0
LOC114179629,4,22,6,6,32,10
LOC114163012,84,130,77,168,111,92
LOC114171114,24,44,31,27,30,43
LOC114191336,329,301,394,388,312,340
LOC114194380,34,23,26,20,20,21
LOC114194802,10,34,12,16,47,24
LOC114196240,0,2,0,0,2,0
LOC114175637,0,0,0,0,0,0
LOC114185627,328,167,246,391,181,242
LOC114193953,185,125,215,170,179,218
LOC114193994,4,7,6,5,5,2
LOC114193961,80,33,46,50,35,56
LOC114193990,79,47,60,63,89,71
LOC114168708,569,472,502,197,434,172
LOC114177952,9,15,12,20,18,14
LOC114176370,22,46,13,36,104,40
LOC114162971,216,123,198,134,171,106
LOC114194151,14,29,12,12,24,12
LOC114186067,0,0,2,0,0,0
LOC114186058,0,0,0,0,0,0
LOC114186040,0,0,0,0,0,2
LOC114186048,0,2,0,6,4,4
LOC114176331,286,267,291,255,353,277
LOC114192013,1384,1059,854,954,1281,1242
LOC114192010,2,0,0,2,0,4
LOC114162753,2,0,2,8,4,7
LOC114177460,245,368,296,376,500,337
LOC114192097,240,180,121,224,183,213
LOC114183147,555,504,429,682,560,739
LOC114162808,0,12,0,24,17,15
LOC114176774,1139,1417,1389,1221,1643,1503
LOC114182060,0,0,0,0,0,2
LOC114164726,573,451,505,581,556,599
