Geneid,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114196017,0,0,4,6,0,0
LOC114191055,0,0,0,0,0,0
LOC114163641,0,2,0,16,7,0
LOC114162117,371,492,344,781,453,752
LOC114182223,0,0,0,0,0,0
LOC114192524,451,227,176,272,371,267
LOC114196284,18,0,8,59,135,33
LOC114194927,0,0,2,0,2,2
LOC114176093,30,12,30,52,49,43
LOC114172685,134,96,101,46,38,74
LOC114191536,242,202,141,291,200,298
LOC114194973,12,12,14,22,34,40
LOC114162647,0,2,0,0,2,0
LOC114194732,940,1029,846,1213,1011,1092
LOC114167576,5546,11188,10764,8022,8532,7729
LOC114182129,1398,1805,1324,1670,1607,2034
LOC114179430,0,0,0,2,2,0
LOC114176436,4,4,0,4,16,6
LOC114191063,0,0,0,0,0,0
LOC114179788,0,0,0,0,0,0
LOC114163190,2,0,0,2,0,0
LOC114174449,197,173,168,237,189,325
LOC114187032,248,273,232,395,297,359
LOC114163609,0,0,0,0,0,0
LOC114191351,69,68,75,188,139,168
LOC114184407,294,378,280,423,394,471
LOC114182321,477,609,439,863,811,951
LOC114181624,0,0,0,0,0,0
LOC114191069,0,0,0,0,0,0
LOC114183672,943,1000,947,619,659,838
LOC114183609,72,49,54,133,84,270
LOC114183583,408,316,226,353,330,368
LOC114191959,282,347,291,374,325,412
LOC114185316,158,143,150,234,201,221
LOC114191078,0,0,0,0,2,0
LOC114182748,604,833,648,664,655,783
LOC114182731,179,194,161,297,201,243
LOC114178153,0,0,0,2,8,2
LOC114178159,2,2,0,0,0,0
LOC114165555,0,0,0,0,4,1
LOC114165376,0,2,0,0,0,0
LOC114165563,0,2,0,0,2,1
LOC114165382,0,0,0,3,0,0
LOC114180991,4,0,0,2,2,4
LOC114195555,43,146,122,151,77,174
LOC114173528,219,265,224,435,355,325
LOC114164102,205,213,241,219,200,220
LOC114164109,109,193,187,156,145,145
LOC114191619,4,4,6,8,4,4
LOC114162330,6,4,10,0,8,0
LOC114195545,0,0,0,0,2,2
LOC114162791,0,0,2,2,30,6
LOC114180121,0,0,0,0,20,0
LOC114194397,0,0,0,4,8,2
LOC114177558,132,107,118,110,109,124
LOC114175590,1279,1241,990,1463,1195,1469
LOC114194758,87,91,76,189,113,143
LOC114179098,172,244,163,702,543,745
LOC114179423,327,623,618,1047,952,1116
LOC114164792,507,549,461,553,567,592
LOC114186731,201,348,230,329,210,269
LOC114178686,106,211,158,153,172,147
LOC114181482,0,0,0,0,0,0
LOC114181366,0,0,0,0,0,0
LOC114181499,0,0,0,0,0,0
LOC114185755,134,144,161,177,144,134
LOC114186882,3597,2732,3798,2642,3864,4036
LOC114178699,30,34,30,60,44,70
LOC114165054,188,152,156,168,176,169
LOC114173749,0,0,0,8,37,12
LOC114164413,346,291,301,389,350,581
LOC114176566,169,204,190,173,171,187
LOC114167666,682,571,324,836,563,821
LOC114192088,1402,1477,1179,1565,1634,1849
LOC114187604,62,60,45,67,100,70
LOC114164741,82,46,95,97,99,109
LOC114177560,4,4,8,4,2,2
LOC114163272,4,0,0,0,0,0
LOC114181698,6,0,0,0,0,0
LOC114180004,145,263,212,208,202,237
LOC114175525,193,167,173,264,279,314
LOC114176482,539,628,582,657,640,715
LOC114175079,93,142,128,307,382,280
LOC114184192,107,121,181,62,163,127
LOC114184213,999,1387,967,1561,1878,1835
LOC114184167,415,258,225,614,415,570
LOC114162773,0,0,0,0,0,0
LOC114173696,5887,4833,5334,437,1272,1743
LOC114180408,6,4,2,14,8,3
LOC114165308,0,0,0,0,1,0
LOC114191085,0,0,0,0,0,0
LOC114164775,361,323,235,454,317,502
LOC114178665,7398,12688,10986,9115,8571,9466
LOC114168787,530,569,334,895,615,852
LOC114194663,88,182,171,140,176,150
LOC114184979,4880,5930,3648,6065,5595,6024
LOC114191529,493,547,448,539,451,563
LOC114177468,94,114,107,127,126,177
LOC114163293,12,31,56,64,40,46
LOC114185014,236,376,220,493,358,526
LOC114173190,34,16,36,38,18,34
LOC114175209,1073,1065,905,1149,899,1209
LOC114174456,88,87,93,156,193,177
LOC114195438,162,113,149,200,327,202
LOC114176106,22,41,40,142,170,85
LOC114168622,75,67,59,68,50,58
LOC114177985,32,30,28,61,41,46
LOC114195300,6,30,27,26,18,36
LOC114192201,976,1099,905,962,825,905
LOC114186131,1698,2525,2065,1580,1783,2044
LOC114186808,133,154,142,220,157,201
LOC114183554,262,251,134,370,245,365
LOC114194324,36,53,38,70,67,83
LOC114177978,2,6,2,6,8,2
LOC114192149,36,38,50,69,60,73
TRNAF-GAA,0,0,0,0,0,0
TRNAI-UAU,0,0,0,0,0,0
LOC114193523,77,57,87,37,65,80
LOC114164349,651,546,372,894,610,967
LOC114191093,0,0,0,0,0,0
LOC114175862,281,470,458,342,328,378
LOC114163120,324,533,418,447,421,493
LOC114176663,4,2,12,2,14,8
LOC114194516,33,51,32,116,187,75
LOC114179373,0,0,0,0,0,0
LOC114173318,2,0,0,0,0,0
LOC114184023,2351,4267,3349,2671,3816,3518
LOC114184013,65,70,49,68,44,92
LOC114184030,276,355,269,394,464,403
LOC114191100,0,0,0,0,0,0
LOC114181048,0,0,0,0,0,0
LOC114176584,173,134,94,431,138,281
LOC114163896,665,1041,758,1985,1406,1592
LOC114191108,0,2,0,0,6,0
LOC114191115,0,0,0,0,0,0
LOC114175045,0,2,0,0,0,0
LOC114178718,14,21,16,36,30,28
LOC114163303,1717,2208,1932,1972,2337,2268
LOC114178060,6,0,0,0,4,0
LOC114195934,44,54,36,135,65,87
LOC114186325,554,667,378,640,506,574
LOC114188804,0,0,0,0,2,0
LOC114191067,133,124,89,154,104,106
LOC114176559,167,282,254,238,180,187
LOC114192548,740,1295,1306,1162,1171,1118
TRNAA-AGC,0,0,0,0,0,0
LOC114175652,234,328,298,375,304,368
TRNAP-CGG,0,0,0,0,0,0
LOC114176011,28,18,40,26,32,31
LOC114175606,25,25,17,54,54,44
LOC114185565,183,192,113,256,196,238
LOC114191125,0,0,0,0,0,0
LOC114188381,13,18,31,40,47,29
LOC114187654,28,38,45,119,204,115
LOC114177719,19,21,20,29,16,23
LOC114192650,2882,3711,2904,3442,3057,2775
LOC114188782,491,631,428,511,538,576
LOC114172276,40,86,92,92,101,118
TRNAT-AGU_2,0,0,0,0,0,0
LOC114181169,0,0,0,2,2,0
LOC114191360,112,116,90,333,311,235
LOC114184931,305,249,199,412,260,346
LOC114196216,291,427,258,523,278,360
LOC114178128,36,54,62,40,54,78
LOC114173423,177,197,144,261,203,213
LOC114176150,139,178,103,146,135,174
LOC114180948,16,16,16,8,32,12
LOC114190834,128,172,117,178,134,227
LOC114163029,36,61,30,60,57,104
LOC114173263,471,609,429,567,429,488
LOC114179521,250,390,252,451,335,395
LOC114163519,0,0,0,6,12,0
LOC114196307,61,50,54,38,41,47
LOC114192450,22,16,14,71,49,24
LOC114192456,2,2,2,4,4,2
LOC114192443,323,307,203,406,322,372
LOC114177920,155,166,192,136,181,146
LOC114174262,384,687,532,737,772,777
LOC114174712,48,48,62,61,45,62
LOC114195574,58,55,32,224,242,166
LOC114177031,72,109,104,71,95,100
LOC114188866,8,24,37,32,25,18
LOC114169976,177,262,182,227,231,236
LOC114185122,2672,4138,5829,3266,5453,4002
LOC114186238,13,4,21,16,24,26
LOC114163517,169,183,221,251,261,269
LOC114176496,60,61,71,84,123,89
LOC114174207,10,8,14,29,32,39
LOC114175598,0,0,0,0,4,4
LOC114185110,86,86,76,218,159,176
LOC114185115,716,704,595,871,865,917
LOC114193720,31,22,35,36,61,30
LOC114173710,488,831,437,1075,940,843
LOC114162937,0,0,0,0,0,0
LOC114180940,1037,724,485,1302,1067,1358
LOC114173293,16,99,44,104,20,54
LOC114189972,302,566,589,469,550,510
LOC114173068,789,1254,1821,946,1324,1197
LOC114192424,68,69,85,62,78,84
LOC114192434,5,11,18,46,44,27
LOC114174399,0,0,0,0,0,0
LOC114191149,50,66,63,92,75,82
LOC114194811,0,0,0,0,0,0
LOC114194494,73,77,36,130,88,79
LOC114196139,674,611,374,874,616,796
LOC114191154,16,27,20,42,19,32
LOC114180374,0,12,4,16,20,14
LOC114177761,0,0,0,0,0,0
LOC114175096,138,173,156,206,180,200
LOC114162930,0,33,0,0,82,0
TRNAK-UUU_2,0,0,0,0,0,0
LOC114183472,948,1160,887,1321,1171,1110
LOC114183573,922,887,666,1066,873,878
LOC114176087,8,6,12,24,10,8
LOC114180423,27,16,14,26,18,29
LOC114172967,0,2,0,0,0,1
LOC114172995,3,4,2,2,12,19
LOC114172975,53,40,40,25,27,14
LOC114194988,362,315,218,643,398,578
LOC114178422,397,407,340,393,300,453
LOC114162204,296,244,317,368,324,312
LOC114163750,4,6,8,6,10,23
LOC114185447,284,251,248,414,297,366
LOC114192755,281,411,214,407,329,391
LOC114182514,0,0,0,0,0,0
LOC114182429,19,43,30,62,60,47
LOC114194818,18,12,4,32,24,74
LOC114194821,2500,2533,3455,2813,3592,2507
LOC114193727,81,92,43,73,61,55
LOC114183193,938,1172,1045,843,1082,772
LOC114183201,141,197,174,97,139,106
LOC114195077,0,0,0,0,0,0
LOC114169011,18,24,28,36,19,32
LOC114169279,177,164,132,239,182,239
LOC114193095,85,96,28,153,114,114
LOC114184004,800,923,795,640,661,812
LOC114185486,479,689,678,501,683,791
LOC114185478,92,144,157,131,99,90
LOC114185468,0,0,0,0,0,0
LOC114194388,287,357,338,398,406,437
LOC114183917,615,1054,541,661,523,564
LOC114194444,122,201,120,202,223,209
LOC114194554,65,74,54,156,106,135
LOC114181205,651,782,579,881,697,850
LOC114179281,0,2,0,0,0,0
LOC114193588,18,36,18,40,38,27
LOC114193595,0,0,0,0,0,0
LOC114191767,222,260,244,444,477,589
LOC114173365,114,155,153,209,243,217
LOC114175265,36,50,24,8,27,32
TRNAV-CAC,0,0,0,0,0,0
LOC114180870,184,302,116,819,416,577
LOC114191162,0,0,0,0,0,2
LOC114164279,2,4,0,0,6,4
LOC114180511,5,12,5,4,8,6
LOC114195241,2832,2551,3337,2142,2199,1851
LOC114177837,38,25,35,41,77,52
LOC114193239,9,8,10,11,19,18
TRNAP-AGG,0,0,0,0,0,0
LOC114193228,143,222,169,347,331,231
LOC114187220,302,354,319,338,303,376
LOC114164553,111,140,92,236,136,151
LOC114176811,100,103,61,91,146,74
LOC114193265,190,239,146,230,180,243
LOC114173596,189,242,194,199,210,343
LOC114179382,6,4,9,4,10,5
LOC114174779,70,84,55,69,65,56
LOC114186963,620,872,730,964,691,979
LOC114186974,0,0,0,0,0,0
LOC114185439,85,55,97,152,100,134
LOC114173629,106,96,49,145,112,136
LOC114188892,189,253,248,349,409,327
LOC114177263,218,372,278,396,362,412
LOC114180211,0,0,2,1,10,0
LOC114175563,4449,7137,6697,6094,8741,7723
LOC114179715,9,24,0,12,12,4
LOC114179688,54,52,30,81,64,105
LOC114179731,187,281,184,175,190,181
LOC114177071,506,596,426,679,471,642
LOC114196053,83,120,135,108,134,145
LOC114185957,375,390,265,500,372,452
LOC114185977,0,0,0,0,0,0
LOC114185953,0,0,0,2,0,4
LOC114163057,0,0,0,0,0,0
LOC114163421,0,2,0,0,0,0
LOC114179401,546,840,900,670,1097,984
LOC114163079,0,0,0,0,2,0
LOC114177233,645,692,731,529,692,684
LOC114163635,2,5,14,12,22,39
LOC114184699,303,167,189,387,224,261
LOC114163178,0,0,0,0,0,0
LOC114174875,10,16,4,28,32,36
LOC114179967,49,72,57,221,106,85
LOC114191174,0,0,0,0,0,0
LOC114187204,201,174,144,265,186,215
LOC114185285,235,264,256,365,286,352
LOC114173461,480,735,781,607,592,591
LOC114173097,1512,2977,1279,4157,3382,2582
LOC114162864,797,810,783,993,1045,973
LOC114192790,171,178,115,207,156,218
LOC114173289,129,131,126,231,130,157
LOC114191705,118,163,177,210,205,210
LOC114191181,0,0,0,0,0,0
LOC114177322,132,205,190,302,270,276
LOC114176322,84,131,63,169,87,94
LOC114183523,2893,3276,2917,3821,3102,3070
LOC114183514,525,886,974,617,662,644
LOC114183500,24,30,21,87,84,101
LOC114194893,623,578,495,498,474,617
LOC114173765,36,58,40,50,34,45
LOC114191760,85,60,38,132,88,130
LOC114181103,28,67,52,129,87,88
LOC114193400,4,26,1,5,34,0
LOC114193322,4,4,2,35,25,58
LOC114193479,42,28,72,126,114,117
LOC114191188,8,2,7,11,15,12
LOC114193227,2,0,0,0,0,0
LOC114191202,0,0,0,6,2,1
LOC114193140,66,47,51,139,151,154
LOC114174708,389,479,261,693,435,569
LOC114191918,0,0,0,0,0,0
LOC114170232,2,4,0,32,18,480
LOC114171888,119,136,141,218,193,247
LOC114177754,60,42,57,107,130,97
LOC114194517,1067,1943,1800,1868,2400,2381
LOC114191436,1413,1398,1022,2126,1811,2219
LOC114195299,952,1531,1585,1130,1390,1284
LOC114173704,30,42,41,28,81,26
LOC114176939,346,592,669,783,759,754
LOC114175556,225,336,181,488,334,363
LOC114191218,0,0,0,0,0,0
LOC114191224,0,0,0,0,0,0
LOC114175144,2675,2394,2445,1731,2049,1759
LOC114173378,34,48,44,52,40,43
LOC114187304,491,565,498,706,630,675
LOC114185896,159,184,150,228,248,285
LOC114177629,4,0,2,2,6,3
LOC114177651,0,0,0,0,0,0
LOC114192628,76,90,95,136,83,101
LOC114163214,0,0,0,2,0,0
LOC114183608,4,10,6,58,24,27
LOC114183673,130,151,121,236,229,251
LOC114175272,61,89,74,123,147,83
LOC114163114,0,0,0,0,0,0
LOC114192021,117,116,98,169,143,199
LOC114194583,228,187,168,265,236,255
LOC114194450,111,135,72,110,112,125
LOC114172202,161,217,217,119,102,100
LOC114177664,115,102,141,68,67,45
LOC114191232,0,0,0,0,0,0
LOC114176193,0,0,0,0,0,0
LOC114177496,26,18,4,87,30,59
LOC114175705,0,0,0,2,0,3
LOC114175699,0,4,0,20,16,10
LOC114175712,0,0,0,5,0,1
LOC114163092,196,274,175,356,310,392
LOC114179209,146,212,130,114,127,115
LOC114179214,21,49,33,98,111,87
LOC114191241,0,0,0,0,0,0
LOC114191248,0,0,0,0,0,0
LOC114193649,10,14,2,13,16,13
LOC114193563,605,966,761,904,912,798
LOC114191257,1611,1685,1373,1098,1019,1029
LOC114180279,62,72,67,79,60,79
LOC114163866,106,145,162,154,180,167
LOC114165367,0,0,0,2,30,6
LOC114194470,16,21,16,17,17,12
LOC114163535,0,0,0,0,0,0
LOC114176487,206,178,146,197,145,208
LOC114165168,52,55,45,63,56,50
LOC114165176,2,4,3,0,0,2
LOC114186691,58,59,74,92,54,75
LOC114186700,72,101,86,78,61,63
LOC114164330,630,1071,1036,936,1162,1404
LOC114173934,709,1038,705,706,811,824
LOC114186341,115,50,58,390,434,236
LOC114164404,0,0,0,0,0,0
LOC114181751,88,122,130,92,129,148
LOC114181758,591,629,679,427,473,512
LOC114196042,411,368,303,435,384,426
LOC114181261,0,0,0,0,0,0
LOC114180432,4,0,4,20,12,46
LOC114173301,253,323,254,324,310,415
LOC114175829,1682,1354,1032,2077,1380,1837
LOC114183564,437,412,283,851,541,733
LOC114163356,183,154,116,349,214,256
LOC114162481,228,0,10,0,98,0
LOC114195142,218,210,214,215,287,307
LOC114194144,0,4,2,2,6,0
LOC114194136,0,2,0,0,0,2
LOC114194873,1107,958,1427,361,512,580
LOC114165881,0,0,0,0,0,0
LOC114179089,1360,1681,1360,1657,1243,1657
LOC114191627,238,381,247,417,364,351
LOC114162189,0,0,0,0,0,0
LOC114163673,0,2,0,0,0,0
LOC114177530,2,0,0,0,0,0
LOC114162677,43,26,29,46,51,38
LOC114175849,25,33,23,39,47,69
LOC114175855,0,0,0,0,2,0
LOC114174187,1012,1353,1003,1946,1177,1478
LOC114182982,36,16,14,19,21,38
LOC114186889,66,93,46,262,159,283
LOC114175180,0,0,0,0,0,0
LOC114184439,354,314,193,484,341,479
LOC114178800,0,0,0,0,0,0
LOC114193384,117,188,104,393,294,274
TRNAR-ACG_2,0,0,0,0,0,0
TRNAR-ACG_3,0,0,0,0,0,0
TRNAR-ACG_4,0,0,0,0,0,1
LOC114193373,565,630,568,579,537,599
LOC114193365,506,802,534,865,779,929
LOC114183218,113,108,86,116,100,131
LOC114183209,36,8,22,205,262,92
LOC114192071,127,128,86,153,117,134
LOC114174532,67,56,54,131,108,76
LOC114185680,506,563,525,682,539,580
TRNAY-GUA,0,0,0,0,0,0
TRNAY-GUA_1,0,0,0,0,0,0
LOC114185454,1639,2100,1608,2080,1970,2440
LOC114192181,443,431,231,608,383,606
LOC114171301,56,71,56,92,53,79
LOC114184761,145,202,155,198,271,291
LOC114184678,103,101,96,134,154,158
LOC114185525,108,149,92,140,111,241
LOC114191263,6,0,0,0,0,0
LOC114186613,6584,8496,8388,7576,7600,8556
LOC114196003,227,380,348,396,381,397
LOC114179747,0,0,0,0,0,0
LOC114195231,16,8,7,12,6,24
LOC114179610,4,2,2,2,2,0
LOC114179618,0,10,11,10,14,18
LOC114193213,168,179,163,247,171,246
LOC114194976,6,0,0,2,2,6
LOC114178710,1126,1229,1167,2917,2638,3367
LOC114194907,21,35,27,32,26,32
LOC114165222,4,2,0,0,0,2
LOC114180819,5589,5759,5584,6128,4683,5809
TRNAL-UAG_2,0,0,0,0,0,0
TRNAN-GUU_2,0,0,0,0,0,0
TRNAR-ACG_5,0,0,0,0,0,0
LOC114193294,341,310,242,391,312,404
LOC114193304,0,0,0,0,2,0
LOC114181230,6,0,9,8,17,6
LOC114177864,28,12,8,48,49,31
LOC114162377,2,2,2,4,12,7
LOC114191271,0,0,0,0,0,0
LOC114180153,4,6,15,16,23,12
LOC114185868,16,35,27,50,40,36
LOC114165240,121,240,242,181,179,210
LOC114165247,16,30,14,32,26,66
LOC114165229,198,189,158,268,145,263
TRNAR-ACG_6,0,0,0,0,0,0
LOC114193886,4,2,0,2,2,2
LOC114192323,771,943,667,848,760,896
LOC114191553,272,341,255,435,324,366
LOC114173018,301,303,189,362,340,346
LOC114173026,541,726,687,668,646,816
LOC114195843,202,201,152,254,207,250
LOC114173947,4,4,0,2,4,3
LOC114173952,0,0,0,0,0,0
LOC114173939,14,18,2,14,13,12
LOC114180672,0,0,0,0,0,0
LOC114178210,191,172,152,171,139,177
LOC114183073,195,129,128,321,315,278
LOC114185432,901,1051,857,1012,1253,1292
LOC114163490,0,0,0,2,9,0
LOC114175680,61,2,8,305,333,168
LOC114193625,1199,1805,1042,1614,1274,1747
LOC114178815,1052,2336,2324,2264,2963,2125
LOC114178810,81,83,76,159,141,198
LOC114191327,187,373,280,485,598,503
LOC114195118,141,176,143,140,155,178
LOC114163733,0,0,0,0,0,0
LOC114191601,370,341,214,539,345,593
LOC114183469,219,344,391,252,304,304
LOC114193256,370,591,405,508,435,503
LOC114165072,4,2,4,0,6,6
LOC114194075,70,122,94,112,135,134
LOC114174065,10,10,16,34,53,30
LOC114178014,116,152,152,176,173,211
LOC114170348,525,994,802,949,1267,977
TRNAP-AGG_1,0,0,1,0,0,0
LOC114183491,194,247,233,411,280,337
LOC114176336,16,44,37,74,51,40
LOC114194092,0,0,0,0,0,0
LOC114187103,161,255,187,178,203,218
LOC114179116,2,0,2,8,28,4
LOC114162964,14,11,8,9,19,26
TRNAV-AAC_2,0,0,0,0,0,0
TRNAV-UAC_1,0,0,0,0,0,0
LOC114195781,254,673,551,567,609,657
LOC114165357,4,10,2,35,22,8
LOC114176705,15,30,26,32,22,36
LOC114162829,488,741,622,921,983,900
LOC114193820,285,496,553,519,497,548
LOC114180246,427,345,248,695,466,633
LOC114195548,54,68,82,103,136,147
LOC114164246,151,150,135,186,143,173
LOC114194774,366,410,324,463,449,455
LOC114177670,4,8,0,10,6,18
LOC114180516,130,282,281,308,187,210
LOC114183089,592,763,309,916,603,671
TRNAL-UAA,0,0,0,0,0,0
LOC114177308,184,274,274,294,293,283
LOC114175020,63,82,51,111,80,117
LOC114191658,294,365,379,626,476,482
LOC114162472,195,297,253,320,340,264
LOC114165152,1223,1703,1738,1770,2076,2113
LOC114165396,0,0,0,0,1,0
LOC114165403,0,2,0,0,0,0
LOC114165388,0,0,0,0,0,0
LOC114165393,0,0,0,0,0,0
LOC114175533,9,5,9,26,15,14
LOC114175541,18,21,10,12,21,14
LOC114164835,63,86,73,97,88,116
LOC114164970,4,0,2,6,8,4
LOC114178223,32,43,42,54,50,40
LOC114193880,0,0,0,0,0,0
LOC114196326,266,339,333,285,355,371
LOC114191283,10,14,9,10,8,16
LOC114162097,475,800,763,451,364,475
LOC114175010,73,54,74,100,92,81
LOC114174108,135,149,125,180,120,131
TRNAL-AAG_1,0,0,0,0,0,0
LOC114176762,97,111,84,91,80,96
LOC114176203,709,1492,1145,1130,1104,1078
LOC114178608,8,26,15,32,18,39
LOC114175056,213,233,161,743,845,663
LOC114188681,509,564,475,675,697,795
LOC114195749,606,327,348,548,366,818
LOC114163435,429,446,468,316,433,464
LOC114163453,155,203,184,263,313,255
LOC114163442,101,168,169,95,96,159
LOC114174897,1203,1340,1046,1664,1190,2099
LOC114165001,0,0,0,0,0,0
LOC114164490,0,0,0,2,0,0
LOC114164481,714,408,425,220,226,232
LOC114190485,49,52,32,30,29,28
LOC114178679,0,0,0,0,2,0
LOC114195875,134,318,196,251,371,266
LOC114178821,16,20,14,38,62,36
LOC114162687,153,174,114,215,133,135
LOC114191566,0,0,0,0,0,0
LOC114191557,565,1038,550,874,704,843
LOC114187076,29,42,32,114,61,115
LOC114194529,934,1769,1446,1242,1455,1680
LOC114174991,281,222,239,268,257,309
LOC114174981,2,4,2,8,18,14
LOC114179150,0,0,0,0,0,0
LOC114176362,9,19,29,42,28,34
LOC114183057,710,692,429,1059,814,961
LOC114191292,6,2,1,6,3,2
LOC114187107,92,177,137,243,175,208
LOC114187190,1,1,2,2,6,3
LOC114165162,4,2,8,26,30,166
LOC114163427,325,392,291,304,335,404
LOC114182104,223,195,142,160,176,235
LOC114162548,189,163,126,268,208,182
LOC114195635,52,57,51,96,117,75
LOC114192295,418,508,423,661,494,518
LOC114180392,32,23,24,65,54,42
LOC114180401,522,909,647,804,982,1066
LOC114173326,82,104,98,84,115,81
LOC114173758,10,13,16,32,23,45
LOC114191298,0,0,0,0,0,0
LOC114163336,3,0,4,10,3,6
LOC114179490,31,26,38,42,43,49
LOC114179500,12,10,4,24,23,26
LOC114179482,22,16,7,38,55,30
LOC114179474,394,532,391,953,845,873
LOC114191303,85,112,62,102,66,69
LOC114182181,6,4,1,8,1,9
LOC114182190,1,1,2,2,3,2
LOC114186253,11,12,17,15,14,14
LOC114186244,166,188,149,244,295,254
LOC114186230,281,301,160,331,267,334
LOC114184514,60,70,52,67,57,51
LOC114184520,215,280,265,269,266,279
LOC114183646,677,474,253,1062,710,1147
LOC114193897,713,886,624,837,827,891
LOC114185291,2092,2451,1996,2304,2433,2785
LOC114164569,23,52,44,34,42,44
LOC114164554,43,62,72,32,35,60
LOC114179176,30,65,27,53,50,61
LOC114191310,0,0,0,0,0,0
TRNAY-GUA_2,0,0,0,0,0,0
LOC114193508,104,123,99,183,103,139
LOC114174826,15,26,18,8,23,21
LOC114174842,2,2,0,0,1,0
LOC114183579,0,0,0,0,0,0
LOC114180833,275,218,149,343,205,314
LOC114180861,36,109,105,66,76,99
LOC114184233,380,277,181,604,353,555
LOC114173880,96,136,68,140,113,122
LOC114194433,0,0,1,0,0,1
LOC114193111,11,4,10,0,32,2
LOC114179312,336,277,182,413,348,473
LOC114193463,535,581,505,774,726,784
LOC114175172,436,825,486,883,739,964
LOC114163377,0,0,0,0,0,0
LOC114184993,989,704,447,1125,668,1085
LOC114191320,0,0,0,0,0,0
LOC114174744,0,0,0,0,0,0
LOC114174741,0,0,0,0,0,0
LOC114174787,0,2,0,0,2,1
LOC114174745,0,0,0,0,0,0
LOC114174755,0,0,0,0,0,0
LOC114173534,0,0,0,0,0,0
LOC114173688,0,0,0,0,0,0
LOC114173538,0,0,0,1,0,0
LOC114173689,0,0,0,0,0,0
LOC114174223,110,120,199,110,159,172
LOC114170271,37,30,51,119,118,66
LOC114173207,67,77,77,98,70,95
LOC114173541,0,0,0,0,0,0
LOC114167349,69,74,43,92,46,85
LOC114173884,727,996,788,1002,1146,1245
LOC114173891,6,5,12,5,3,5
LOC114173545,0,0,0,0,0,0
LOC114173546,0,0,0,0,0,0
LOC114173547,0,0,0,0,0,0
LOC114173548,0,0,0,0,0,0
LOC114173549,0,0,0,0,0,0
LOC114173551,0,0,0,0,0,0
TRNAD-GUC_9,0,0,0,0,0,0
LOC114173300,26,52,44,52,44,31
LOC114174766,0,0,0,0,0,0
LOC114173561,0,0,0,0,0,0
LOC114173562,0,0,0,0,0,0
LOC114173563,0,0,0,0,0,0
LOC114174303,38,105,58,59,47,53
LOC114173767,81,67,48,103,61,91
LOC114173766,2,12,6,6,8,12
LOC114173314,215,202,154,283,219,260
LOC114173569,0,0,0,0,0,0
LOC114173572,0,0,0,0,0,0
LOC114173574,0,0,0,0,0,0
LOC114173128,22,11,12,32,18,18
LOC114173577,0,0,0,0,0,0
LOC114174268,129,61,82,465,318,403
LOC114167609,806,701,567,1092,760,1083
LOC114172988,44,44,38,77,81,67
LOC114172439,10,8,10,16,10,22
LOC114173580,0,0,0,0,0,0
LOC114170299,32,28,17,46,22,39
LOC114173582,0,0,0,0,0,0
LOC114166229,0,0,0,0,0,0
LOC114173589,0,0,0,0,0,0
LOC114173966,260,216,145,394,304,334
LOC114173806,252,273,179,624,390,397
LOC114173435,616,693,697,735,606,789
LOC114173591,0,0,0,0,0,0
LOC114173178,30,15,26,22,18,14
LOC114174724,0,0,0,0,0,0
LOC114170415,13,5,17,10,15,20
LOC114173012,1,5,2,2,4,10
LOC114174166,212,204,183,305,257,341
LOC114173592,0,0,0,0,0,0
LOC114173593,0,0,0,0,0,0
LOC114169210,0,0,0,0,0,0
LOC114173594,0,0,0,0,0,0
LOC114173130,4,0,2,3,8,0
LOC114173044,28,28,30,34,67,44
LOC114173600,0,0,0,0,0,0
LOC114174256,2,4,4,20,17,10
LOC114173603,0,0,0,0,0,0
LOC114173604,0,0,0,0,0,0
LOC114173605,0,0,0,0,0,0
LOC114173607,0,0,0,0,0,0
LOC114174307,0,0,0,0,0,0
LOC114173608,0,0,0,0,0,0
LOC114173609,0,0,0,0,0,0
LOC114174657,0,0,0,0,0,0
LOC114173783,86,84,69,164,140,152
LOC114172990,0,0,0,0,0,0
LOC114173612,0,0,0,0,0,0
LOC114174725,0,0,0,0,0,0
LOC114173613,0,0,0,0,0,0
LOC114173614,63,97,50,80,49,86
LOC114173252,0,0,0,0,0,0
LOC114173615,0,0,0,0,0,0
LOC114173183,30,26,21,42,26,38
LOC114173078,61,44,44,79,52,43
LOC114169082,7,14,12,7,14,11
LOC114173619,0,0,0,0,0,0
LOC114173620,0,0,0,2,0,0
LOC114171836,719,399,226,772,488,773
LOC114173621,0,0,0,0,0,0
LOC114174102,0,2,0,0,2,1
LOC114173225,8,17,2,25,8,7
LOC114173994,72,99,88,121,118,142
LOC114173946,200,183,133,317,191,308
LOC114173624,0,0,0,0,0,0
LOC114173095,0,0,0,0,0,0
LOC114174021,2,4,4,0,0,4
LOC114174762,0,0,0,0,0,0
LOC114174061,134,210,142,228,139,209
LOC114173627,0,0,0,0,0,0
LOC114173137,33,19,5,193,225,67
LOC114167275,0,0,4,2,0,0
LOC114174367,0,0,0,0,0,0
LOC114173781,157,133,104,212,170,226
LOC114174286,0,0,0,0,0,0
LOC114174285,386,777,710,879,859,754
LOC114166471,26,64,22,54,34,41
LOC114166463,5384,11970,7962,7648,7172,8420
LOC114174369,0,0,0,0,0,0
LOC114173014,120,118,108,176,118,166
LOC114172854,41,58,39,76,53,80
LOC114174370,0,0,0,0,0,0
LOC114174371,0,0,0,0,0,0
