Geneid,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114169920,29,42,21,22,21,32
LOC114168527,2,4,6,11,9,73
LOC114168529,131,197,172,320,307,320
LOC114168870,6,2,8,12,10,4
LOC114169818,238,344,269,449,346,410
LOC114170385,0,0,0,0,0,0
LOC114168765,26,22,32,30,30,34
LOC114168341,8,12,16,14,4,12
LOC114169454,267,299,221,806,399,553
LOC114169682,210,283,216,335,317,340
LOC114169916,218,261,322,341,463,422
LOC114168918,154,268,273,273,447,325
LOC114169800,153,187,136,254,218,204
LOC114169803,465,765,898,418,658,715
LOC114169260,3760,4474,3384,3367,3444,4752
LOC114168833,18,12,18,85,90,61
LOC114169722,283,268,174,419,327,420
LOC114168493,683,619,445,935,640,725
LOC114169799,76,164,148,183,176,200
LOC114168224,73,142,128,284,159,229
LOC114170479,6,10,4,28,16,8
LOC114170028,2,0,0,4,0,0
LOC114170386,0,0,0,0,0,0
LOC114170387,4,17,13,2,8,2
LOC114168357,147,149,128,136,142,151
LOC114169766,1496,1343,1078,1381,981,1625
LOC114170608,1647,1520,1284,1564,1322,1899
LOC114169074,46,0,2,1,79,0
LOC114170606,18,28,53,18,32,20
LOC114170744,153,190,166,225,217,247
LOC114170537,0,2,0,2,0,0
LOC114170438,0,0,0,0,0,2
LOC114169181,212,127,97,230,216,182
LOC114170388,0,0,0,0,0,0
LOC114170592,0,2,0,2,4,0
LOC114170073,4,0,0,6,18,2
LOC114168252,3,4,10,5,5,5
LOC114168251,285,345,310,441,414,444
LOC114169500,364,403,278,438,339,482
LOC114169501,1066,2401,1949,1726,1750,1995
LOC114169159,20,12,6,46,46,34
LOC114169437,167,141,177,358,305,262
LOC114170635,4,0,0,0,0,2
LOC114168982,6,4,2,48,30,268
LOC114168984,0,0,0,0,0,0
LOC114168608,0,0,4,14,0,6
LOC114168853,22,20,29,17,28,57
LOC114169054,0,0,0,0,29,0
LOC114168943,0,0,0,0,4,0
LOC114169079,0,0,0,0,0,0
LOC114169149,1,2,0,0,2,0
LOC114168484,0,0,0,0,0,0
LOC114168387,701,819,852,597,816,717
LOC114168385,145,196,80,130,144,111
LOC114168525,2749,3188,2176,4153,4695,3320
TRNAQ-CUG_10,4,0,8,4,2,0
LOC114168753,8,18,19,24,29,26
LOC114170949,0,0,0,0,0,0
LOC114170954,0,0,0,0,0,0
LOC114170952,0,0,0,0,1,0
LOC114170947,0,0,0,1,1,0
LOC114170391,0,0,0,0,0,0
LOC114168777,336,521,388,415,480,561
LOC114169344,493,564,462,561,592,663
LOC114169499,523,681,520,766,643,697
LOC114168496,125,138,161,159,155,243
LOC114168132,662,686,538,568,518,636
LOC114169023,14,8,43,6,12,26
LOC114168963,44,32,20,120,298,48
LOC114168536,0,0,0,0,0,0
LOC114170392,9,10,9,20,20,12
LOC114168272,0,0,0,0,2,0
LOC114170559,226,331,275,539,422,438
LOC114168964,20,35,22,65,58,87
LOC114168292,34,48,65,83,134,97
LOC114168291,16,42,39,74,67,69
LOC114169671,393,411,310,470,440,534
LOC114169425,446,472,338,529,455,587
LOC114168920,102,186,152,147,175,145
LOC114168242,4,12,28,6,6,16
LOC114170747,146,201,162,262,245,299
LOC114168697,319,763,622,904,724,818
LOC114170496,57,65,67,86,90,101
LOC114169858,265,343,377,280,232,293
LOC114170492,22,28,34,12,4,14
LOC114168718,439,339,318,551,427,603
LOC114168369,62,52,43,50,56,45
LOC114168502,70,98,92,102,79,117
LOC114169319,0,0,0,0,0,0
LOC114169320,159,207,129,279,203,221
LOC114169542,2,0,0,6,4,0
LOC114169541,77,75,67,135,120,139
LOC114169640,586,715,522,698,559,716
LOC114169167,0,0,0,0,0,2
LOC114169166,0,2,0,4,0,2
LOC114168315,16,2,4,26,41,41
LOC114170454,0,0,6,12,14,6
LOC114170016,0,0,0,0,29,1
LOC114170017,11,10,15,13,8,15
LOC114168260,130,100,62,112,98,127
LOC114168259,121,98,64,176,115,203
LOC114169642,434,502,394,653,640,695
LOC114168172,2,0,2,37,12,14
TRNAI-AAU_48,0,0,0,0,0,0
LOC114168953,0,6,0,0,2,0
LOC114170054,599,883,624,620,783,805
LOC114169820,53,38,38,29,46,39
LOC114169723,44,48,17,36,44,44
LOC114169726,599,1012,966,1025,1011,1045
LOC114169724,8,5,6,40,44,20
LOC114168397,225,301,222,230,234,279
LOC114170631,0,0,0,0,0,4
LOC114168595,0,0,0,0,0,0
LOC114168729,36,0,24,2,20,0
LOC114168907,16,20,47,29,56,57
LOC114168382,109,163,174,206,238,209
LOC114168333,107,166,99,162,178,139
LOC114170501,12,20,16,26,28,14
LOC114168513,12,31,0,45,27,22
LOC114169280,141,148,74,170,153,188
LOC114168955,22,31,9,52,32,86
LOC114168228,1075,1772,1570,1107,1252,1270
LOC114169711,308,288,223,396,404,363
LOC114169919,3,8,0,0,4,2
LOC114169918,166,219,114,389,232,248
LOC114170167,68,70,66,100,70,107
TRNAL-AAG_23,0,0,0,0,0,0
LOC114169016,32,64,35,57,56,59
LOC114168196,1162,1080,1127,1278,1372,1353
LOC114168438,133,269,220,348,334,423
TRNAL-UAA_6,0,0,0,0,0,0
TRNAL-UAA_7,0,0,0,0,0,0
TRNAL-UAA_8,0,0,0,0,0,0
LOC114169202,852,825,578,1222,1264,1545
LOC114168695,270,323,343,655,579,468
LOC114169093,4,8,18,10,17,10
LOC114168233,0,0,0,0,0,0
LOC114168748,0,0,0,0,0,0
LOC114169277,117,93,75,235,151,181
LOC114169278,129,141,116,154,91,168
TRNAS-GCU_23,0,0,0,0,0,0
LOC114169802,803,1223,711,4504,3245,4220
LOC114168681,6,3,16,6,6,4
LOC114170710,0,0,0,0,0,2
LOC114169984,32,62,52,31,41,58
LOC114170664,32,38,32,56,65,76
LOC114169274,261,401,338,353,410,335
LOC114169273,23,55,17,92,55,87
LOC114168812,8,14,8,17,3,6
LOC114168648,274,410,322,377,412,388
LOC114168647,17,63,38,116,66,200
LOC114170572,651,749,459,902,739,897
LOC114168269,738,853,605,949,747,1042
LOC114168270,0,0,2,2,2,2
LOC114168388,86,180,116,202,308,247
LOC114169077,0,2,2,0,4,0
LOC114170393,0,0,0,0,0,0
LOC114170394,0,0,0,0,0,0
LOC114168294,0,0,0,0,0,0
LOC114169114,0,0,0,0,0,0
LOC114168741,12,34,25,21,41,19
LOC114169423,105,125,93,245,156,205
LOC114170707,0,0,0,0,0,0
LOC114168657,528,868,850,686,804,771
LOC114169985,64,52,91,105,89,106
LOC114169786,2,0,0,1,7,4
LOC114169785,567,1030,701,941,707,864
LOC114169945,0,0,0,0,0,0
LOC114168128,1647,2615,2707,2206,2990,3112
TRNAV-UAC_16,0,0,0,0,0,0
LOC114168799,26,55,24,57,36,46
LOC114170395,16,28,16,28,14,22
LOC114169174,317,278,200,423,326,465
LOC114168365,0,0,0,0,0,0
LOC114170083,295,468,258,505,462,516
LOC114170062,0,0,0,0,0,0
LOC114168959,0,4,3,14,12,8
LOC114168535,231,304,241,199,221,168
LOC114170513,48,54,26,47,55,43
LOC114169969,158,131,157,247,234,221
LOC114170623,156,189,176,326,399,284
LOC114168406,8,16,16,18,28,18
LOC114168405,18,40,19,28,43,46
LOC114169961,912,799,757,707,634,897
LOC114168921,0,0,0,0,0,0
LOC114168888,0,4,2,8,0,6
LOC114168282,211,300,270,297,289,339
LOC114170483,0,0,0,0,0,0
LOC114169160,0,0,0,0,0,0
LOC114170474,0,0,0,0,0,0
LOC114170475,0,0,0,0,0,0
LOC114168510,400,570,373,426,444,461
LOC114168731,4,0,4,14,22,10
LOC114170033,933,1146,966,1042,1090,1292
LOC114168342,251,419,384,419,453,464
LOC114169974,464,429,401,1207,1151,892
LOC114169064,557,716,506,1447,1056,1456
LOC114170723,0,0,0,0,0,0
LOC114168726,16,31,7,20,37,22
LOC114169081,614,941,1010,733,918,851
LOC114169105,0,0,0,0,2,0
LOC114168690,99,185,145,174,151,205
LOC114168210,0,0,0,0,0,0
LOC114168276,0,0,0,0,0,0
LOC114170675,0,0,0,0,0,0
LOC114168865,54,34,57,44,53,58
LOC114169275,19,37,35,103,104,153
LOC114169471,1844,2727,2439,2358,3235,4235
LOC114170396,0,0,0,0,0,0
LOC114169039,0,0,0,2,0,0
LOC114168868,12,16,6,16,20,20
LOC114168384,4,7,10,0,4,4
LOC114168933,30,12,56,0,17,4
LOC114169138,2,4,6,0,8,0
LOC114168204,0,0,0,0,0,0
LOC114168804,16,43,15,42,32,43
LOC114170579,379,313,204,625,416,587
LOC114169795,133,150,93,179,153,191
LOC114169156,687,843,595,1129,955,959
LOC114169562,389,344,355,424,420,410
LOC114168594,24,6,28,2,4,6
LOC114168440,102,215,181,233,277,220
LOC114169006,6,12,14,10,13,20
LOC114168667,375,669,454,1249,780,1110
LOC114168749,2,0,0,2,2,2
LOC114170721,175,188,164,252,266,292
LOC114168578,334,404,256,410,342,386
LOC114169685,295,314,303,512,509,440
LOC114168609,813,965,706,1239,925,1309
LOC114168167,101,151,143,173,163,200
LOC114169397,521,512,461,602,611,598
LOC114169792,319,131,160,276,234,303
LOC114170731,229,202,178,288,200,220
LOC114168863,142,170,132,202,165,168
LOC114170704,753,1218,1157,1572,1708,1766
LOC114169431,352,338,483,690,791,485
LOC114170397,0,0,1,0,0,0
LOC114168606,0,2,2,16,22,9
LOC114168607,127,220,232,246,183,214
LOC114170442,215,159,163,426,339,434
LOC114168811,68,62,57,241,154,124
LOC114168778,172,308,261,328,291,276
LOC114169263,177,240,258,200,264,355
LOC114169261,342,433,260,443,477,596
LOC114170398,0,0,0,0,0,0
LOC114169266,345,383,227,605,382,395
LOC114169265,486,636,564,706,622,701
LOC114169267,0,0,0,0,0,0
LOC114169268,0,0,0,2,0,0
LOC114169269,23,21,29,8,21,19
LOC114169262,10,1,4,9,35,8
LOC114168570,129,145,107,161,143,166
LOC114168791,62,134,55,58,73,147
LOC114170020,31,109,56,133,69,214
LOC114168977,2,8,5,9,0,2
LOC114168854,8,6,9,2,2,3
LOC114168935,7,0,6,0,6,5
LOC114168532,0,0,0,0,2,0
LOC114170399,0,0,0,0,0,0
LOC114170659,0,0,0,0,0,0
LOC114168989,2,0,6,7,5,8
LOC114168900,3,8,2,2,0,7
LOC114168981,0,0,3,0,2,1
LOC114168287,56,45,56,114,132,91
LOC114169101,2,0,2,0,0,0
LOC114170090,0,0,0,0,0,0
LOC114169014,2,0,0,0,0,0
LOC114168874,0,6,2,6,4,2
LOC114169055,4,2,0,1,2,4
LOC114169476,241,279,193,344,288,346
LOC114168612,66,107,62,121,101,155
LOC114168446,13,10,14,23,10,16
LOC114168445,139,195,125,227,193,242
LOC114169890,168,136,152,205,183,222
LOC114169891,728,629,641,373,398,483
LOC114168246,38,45,16,74,58,44
LOC114169492,226,226,162,272,268,357
LOC114170739,1139,1111,932,1462,956,1370
LOC114169683,160,152,144,172,149,215
LOC114170069,37,65,78,63,71,40
LOC114169134,0,0,0,0,0,2
LOC114169732,88,154,140,120,87,106
LOC114169733,94,125,82,180,130,175
LOC114169329,261,280,214,344,222,347
LOC114169769,211,231,212,277,259,281
LOC114169450,973,1138,858,1308,1008,1185
LOC114170401,10,2,6,12,2,6
LOC114168842,54,33,40,95,94,83
LOC114169857,221,382,361,316,383,456
LOC114169528,253,303,300,450,504,486
LOC114170059,49,116,93,149,101,152
LOC114168400,187,229,165,317,246,302
LOC114168687,101,193,225,138,145,154
LOC114168202,0,0,0,0,0,0
LOC114169912,201,246,171,330,225,315
LOC114168227,0,0,0,0,2,0
LOC114168225,2,2,0,8,8,0
LOC114168226,800,521,728,702,750,776
LOC114169494,1710,3178,2701,3798,4149,4656
LOC114170567,1197,1041,762,1506,1114,1381
LOC114169590,878,974,618,1325,820,1274
LOC114168516,0,0,0,0,0,0
LOC114168637,0,0,0,0,0,0
LOC114169051,8,8,18,12,14,10
LOC114168443,37,20,34,57,79,47
LOC114168800,5388,5219,3921,6137,4581,5324
LOC114169931,85,126,159,97,85,91
LOC114168285,0,0,0,0,0,4
LOC114169880,2,0,0,0,0,2
LOC114169878,2407,2223,2089,1934,2399,2604
LOC114170629,139,145,126,220,231,213
LOC114169200,361,394,277,519,367,520
LOC114168599,8,27,12,49,38,20
LOC114170570,0,0,0,0,0,0
LOC114170402,0,0,0,0,0,0
LOC114169145,0,0,0,6,0,0
LOC114169475,14,2,20,40,20,18
LOC114169474,340,590,638,604,591,604
LOC114169473,110,100,74,87,122,121
LOC114169765,278,342,236,471,419,526
LOC114170961,0,0,0,0,0,0
LOC114169605,660,818,715,923,796,874
LOC114168505,101,87,67,107,85,121
LOC114168995,165,77,98,755,426,494
LOC114169613,35,26,40,140,100,158
LOC114169629,123,179,224,141,149,145
LOC114169630,323,570,582,293,321,362
LOC114169633,8,6,4,4,2,0
LOC114169632,24,35,30,61,43,60
LOC114169631,0,0,0,0,0,0
LOC114169634,0,0,0,10,5,1
LOC114169636,7,8,12,10,19,8
LOC114169635,59,76,82,84,67,103
LOC114168423,28,40,49,64,94,73
LOC114170651,186,191,183,176,200,232
LOC114170460,1004,1554,1228,1602,1618,1790
LOC114170459,2,0,0,0,2,0
LOC114170458,59,84,66,83,70,96
LOC114168497,6,4,2,0,0,0
LOC114168613,569,1139,1139,958,1045,919
LOC114168881,255,404,380,441,456,353
LOC114170581,495,651,636,188,256,303
LOC114170548,22,12,18,114,87,270
LOC114168376,64,114,118,158,157,139
LOC114168367,268,380,376,448,504,541
LOC114169560,455,762,832,756,906,782
LOC114168339,40,49,33,49,27,33
LOC114168338,33,40,24,45,31,40
LOC114168130,118,172,75,117,112,135
LOC114168936,14,27,12,22,14,18
LOC114170068,467,755,570,960,822,872
LOC114169809,85,82,60,71,68,103
LOC114169810,10,6,12,0,2,4
LOC114170601,577,771,613,792,620,838
LOC114168374,0,0,0,0,6,0
LOC114169704,29,28,14,31,16,23
LOC114169702,3029,3048,2424,3062,2953,3241
LOC114169933,466,777,351,1716,1576,3113
LOC114170403,0,0,0,0,0,0
LOC114170615,0,0,0,0,0,0
LOC114169699,122,149,113,194,174,193
LOC114169698,976,992,914,1245,1175,1243
LOC114170653,0,0,0,0,0,0
LOC114168636,0,0,0,0,0,0
LOC114168159,114,96,87,167,172,129
LOC114170452,0,6,4,2,2,0
LOC114170638,76,51,54,136,116,82
LOC114169203,344,357,347,458,364,455
LOC114169204,60,47,50,212,114,133
LOC114169472,170,142,164,389,268,318
LOC114168539,213,389,381,400,430,408
LOC114169806,4985,5720,5462,4712,4154,3830
LOC114168165,72,113,82,120,103,97
LOC114168531,58,49,45,542,528,255
LOC114168337,462,535,394,688,531,474
LOC114168574,139,129,121,116,179,207
LOC114169764,622,1145,908,1018,1217,1129
LOC114169292,3453,3489,2768,3981,3399,4173
LOC114169334,453,492,303,513,416,492
LOC114169199,351,328,268,456,370,507
LOC114169909,62,34,20,64,50,55
LOC114169910,413,504,411,631,737,796
LOC114169037,388,357,307,502,339,526
LOC114168717,4,6,10,21,30,24
LOC114168818,1506,2107,1666,1752,1666,1850
LOC114170565,0,0,0,0,0,0
LOC114168746,2,4,7,6,8,8
LOC114168659,18,23,46,37,54,36
LOC114169877,105,128,121,225,189,192
LOC114169751,1013,1170,730,1574,1027,1466
LOC114169778,727,868,525,1011,828,1175
LOC114169405,2031,1862,1549,1285,1015,1184
LOC114169404,14,21,15,44,23,42
LOC114168152,0,0,0,0,0,0
LOC114168413,823,1334,971,1289,1513,1502
LOC114169241,1440,989,706,1489,1048,1436
LOC114169242,5472,5749,4418,5679,5757,5602
LOC114170729,0,0,0,2,0,0
LOC114169847,115,144,178,117,134,77
LOC114169853,3,5,23,9,26,5
LOC114169846,72,62,70,86,49,94
LOC114169852,3,4,4,2,2,6
LOC114169849,1,10,0,14,12,0
LOC114169851,0,0,0,0,0,0
LOC114169848,0,0,0,0,0,0
LOC114170031,248,225,255,190,241,189
LOC114170035,474,520,553,490,482,469
LOC114170034,50,50,31,107,73,66
LOC114169094,2,0,0,6,13,0
LOC114168895,68,108,44,110,78,101
LOC114170018,1503,2452,2327,2079,1971,2325
LOC114170404,0,0,0,0,0,0
LOC114170406,0,0,0,0,0,0
LOC114170024,24,4,20,25,16,57
LOC114169002,143,202,176,193,198,178
LOC114170528,78,35,80,28,62,49
LOC114170529,339,571,577,420,542,375
LOC114170647,169,183,171,237,260,217
LOC114168263,0,0,0,0,0,0
LOC114169032,2,0,0,0,2,0
LOC114169835,60,138,94,162,139,114
TRNAS-GCU_24,0,0,0,0,0,0
LOC114168998,14,40,12,38,33,44
LOC114169184,1389,1403,1050,1511,1430,1882
LOC114168325,448,434,304,468,382,430
LOC114170468,1537,2662,1773,2394,1990,2455
LOC114168619,90,82,64,121,161,187
LOC114168316,230,217,252,254,248,231
LOC114170105,0,0,0,2,14,0
LOC114169718,16,14,17,27,23,23
LOC114169717,0,0,2,0,0,0
LOC114170407,9,2,3,5,13,4
LOC114169616,76,70,79,87,96,68
LOC114169615,0,0,0,0,0,1
LOC114168750,0,0,0,0,0,0
LOC114168131,176,236,228,317,301,281
LOC114168847,0,2,2,2,4,2
LOC114170106,10,20,11,29,45,36
LOC114168675,34,42,37,106,95,125
LOC114168483,28,53,14,88,92,74
LOC114169568,1197,1852,1585,1436,1531,1851
LOC114168375,0,0,0,0,0,0
LOC114168923,0,0,0,0,0,0
LOC114168584,10,7,6,8,16,8
LOC114169218,759,904,870,798,1258,1076
LOC114168859,62,68,61,49,63,89
LOC114169986,0,0,0,0,0,0
LOC114169369,1546,1909,1852,1210,1416,1542
LOC114170450,245,331,287,451,302,451
LOC114168328,0,0,0,0,0,0
LOC114170620,36,32,92,89,152,134
LOC114168879,2,0,5,7,6,12
LOC114169602,577,517,553,680,756,692
LOC114169300,1859,1958,1367,1526,887,1516
LOC114170670,0,2,0,4,6,6
LOC114170408,0,0,0,0,0,0
LOC114168503,0,0,0,6,8,4
LOC114169189,14269,13709,6561,18549,13935,75078
LOC114169307,35,62,59,96,89,96
LOC114169306,104,80,53,136,62,88
LOC114169305,51,51,37,77,51,102
LOC114169676,0,0,0,0,0,3
LOC114169677,0,2,0,0,1,0
LOC114169675,0,0,0,2,2,1
LOC114169674,0,2,2,0,0,0
LOC114168754,2,1,2,2,0,0
LOC114170742,6,6,10,6,10,0
LOC114170741,0,0,0,0,0,0
LOC114168392,134,91,202,64,98,115
LOC114169349,537,593,451,753,604,704
LOC114169144,0,0,0,0,0,0
LOC114170577,0,0,0,0,0,0
LOC114168682,305,382,458,268,399,320
LOC114168696,76,97,119,110,70,98
LOC114168361,14,36,26,43,44,42
LOC114168858,332,325,262,405,370,485
LOC114169291,630,718,551,985,914,1111
LOC114170015,172,195,188,232,177,252
LOC114170014,277,433,242,561,433,397
LOC114169169,270,222,157,304,225,354
TRNAT-UGU_16,0,0,0,0,0,0
TRNAT-UGU_17,0,0,0,0,0,0
LOC114170497,0,0,0,12,10,0
LOC114170498,37,68,71,96,107,107
LOC114169854,149,142,212,121,130,140
LOC114168426,311,314,377,238,243,205
LOC114168416,14,50,32,44,16,34
LOC114168415,48,85,63,60,52,58
LOC114170440,600,710,595,732,732,661
LOC114169780,417,721,546,569,523,446
LOC114168214,119,132,155,131,130,190
LOC114170469,2,2,2,0,6,2
LOC114169967,149,165,130,187,143,194
LOC114169787,361,529,368,610,535,685
LOC114168501,181,160,117,234,215,324
LOC114170010,15,18,8,8,10,16
LOC114168166,87,118,108,170,147,189
LOC114168201,73,162,103,163,183,157
LOC114169272,38,28,24,138,74,117
LOC114168655,81,103,107,86,99,97
LOC114168538,123,160,156,127,109,182
LOC114170001,144,199,278,197,262,236
LOC114168573,78,97,74,129,92,113
LOC114168155,413,424,488,424,412,496
LOC114169176,410,483,323,686,503,736
LOC114169282,205,343,258,297,286,362
LOC114169283,470,615,477,839,813,890
LOC114170692,0,0,0,0,0,0
LOC114170410,0,0,0,0,0,0
LOC114168825,0,0,0,0,0,0
LOC114170411,51,187,112,96,184,137
LOC114170688,92,86,62,133,93,114
LOC114170896,0,0,0,0,0,0
LOC114168136,0,0,0,0,0,0
LOC114169036,785,1283,1074,1043,1052,1207
LOC114168436,0,0,0,0,0,0
LOC114168434,0,0,0,0,0,0
LOC114168435,4,6,4,4,10,2
LOC114168432,16,30,35,40,43,29
LOC114168433,0,0,0,0,0,0
LOC114168437,179,217,219,214,231,201
LOC114169335,563,434,256,642,420,653
LOC114169190,178,120,120,281,116,175
LOC114169191,1863,2933,3911,1342,1662,1465
LOC114168585,35,50,36,79,46,88
LOC114170412,0,0,0,0,0,0
LOC114168514,101,138,180,184,173,172
LOC114169762,109,56,31,31,32,90
LOC114170550,615,661,823,398,557,632
LOC114168391,151,138,77,310,430,257
TRNAI-AAU_49,0,0,0,0,0,0
LOC114168373,80,88,59,108,126,140
LOC114168808,128,197,175,252,218,290
LOC114170566,14,20,10,21,12,21
LOC114170413,10,20,32,48,35,34
LOC114169120,6,20,12,29,30,18
LOC114168565,46,79,136,228,226,171
LOC114169707,2,2,0,4,0,4
LOC114169708,251,542,342,334,386,353
LOC114169706,155,214,155,170,198,208
LOC114170505,10,10,10,18,17,10
LOC114168772,48,92,75,37,59,78
LOC114169593,549,674,547,498,512,613
LOC114168840,66,100,72,101,123,111
LOC114168275,71,107,68,98,97,106
LOC114168876,1139,1111,851,1358,1316,1289
LOC114168768,713,1539,1029,1742,1574,1904
LOC114168769,1636,2264,1721,2015,1807,1964
LOC114169752,222,385,329,436,454,497
LOC114168896,38,6,8,13,16,4
LOC114168954,0,0,0,0,4,2
LOC114168913,0,0,0,0,0,0
LOC114170960,0,0,0,0,2,1
LOC114169999,442,456,488,619,675,824
LOC114168298,66,58,117,56,87,78
LOC114170414,0,0,0,0,0,0
LOC114169794,125,136,121,202,214,208
LOC114168939,19,27,39,26,33,29
LOC114170071,0,0,0,0,0,0
LOC114169606,796,563,868,2538,1939,2460
LOC114168664,165,74,104,471,296,550
LOC114169907,0,0,0,2,2,2
LOC114168680,643,1346,1272,1223,1381,1342
LOC114170032,11,31,35,14,28,22
LOC114170464,0,0,0,0,0,0
LOC114170612,0,0,0,0,0,0
LOC114170611,0,0,0,0,0,0
LOC114170610,0,0,0,0,0,0
LOC114170639,0,0,0,0,0,0
LOC114170021,0,0,0,0,0,0
LOC114168947,292,276,166,406,283,383
LOC114170094,509,633,586,821,777,847
LOC114169925,509,579,523,1057,921,1097
LOC114169926,854,1412,1272,1629,1437,1532
TRNAE-UUC_24,0,0,0,0,0,0
LOC114169005,4,4,2,15,8,16
LOC114169900,1776,2050,2208,1779,2005,1987
LOC114169826,337,437,434,286,325,307
LOC114169772,671,761,576,629,531,596
LOC114169529,847,1013,837,710,627,717
LOC114169572,46,69,69,72,99,113
LOC114169571,396,547,472,638,705,688
LOC114168569,498,872,511,791,704,745
TRNAQ-CUG_11,0,0,0,0,0,0
LOC114169892,14544,16588,15887,23349,21717,21802
LOC114169170,0,4,0,4,0,4
LOC114168601,647,618,384,975,1244,1306
LOC114168838,4,2,15,14,12,16
LOC114168306,0,6,2,2,2,2
LOC114168307,20,36,32,61,62,34
LOC114169565,257,284,207,476,367,486
LOC114170416,0,0,0,0,0,0
LOC114169782,570,819,728,826,758,922
LOC114169308,740,605,549,753,532,708
LOC114170540,98,165,112,109,107,108
LOC114169086,28,41,25,23,36,18
LOC114170602,0,0,0,0,0,0
LOC114168149,0,0,0,0,0,0
LOC114168150,550,1028,953,1176,1180,1330
LOC114169693,398,413,411,468,444,487
LOC114170417,1,0,0,1,0,0
LOC114170939,0,0,0,0,0,0
LOC114168877,196,332,258,207,313,213
LOC114168568,70,58,48,78,49,54
LOC114168580,396,568,364,767,585,571
LOC114169359,2,4,2,6,4,4
LOC114169358,954,938,650,930,852,974
LOC114169626,491,662,423,462,271,378
LOC114169148,0,0,2,0,0,0
LOC114170418,0,0,0,0,0,0
LOC114169691,429,531,317,786,654,889
LOC114168615,17,34,20,22,41,32
LOC114169904,168,185,154,199,275,241
LOC114169905,972,1673,1564,1658,1789,1655
LOC114170938,2,0,2,1,1,1
LOC114170511,538,726,587,630,648,756
LOC114168864,2,4,4,12,4,10
LOC114169943,296,530,492,320,339,373
LOC114169942,52,88,84,91,80,67
LOC114169295,1696,1774,1518,1829,1829,2090
LOC114168395,10,18,10,24,38,33
LOC114168593,270,494,450,544,656,566
LOC114169819,413,355,282,693,580,800
LOC114168819,787,1592,950,1293,1190,1346
LOC114170419,0,0,0,0,0,0
LOC114170420,0,0,0,0,0,0
LOC114168823,14,4,4,14,18,24
LOC114169673,420,416,227,712,599,960
LOC114168797,331,446,359,454,446,486
LOC114170421,0,0,0,0,0,0
TRNAP-CGG_3,0,0,0,0,0,0
LOC114169599,350,745,448,631,801,806
LOC114169601,149,190,102,220,174,214
LOC114170445,523,388,286,574,610,584
LOC114169582,243,353,293,485,425,598
LOC114168378,385,487,386,512,429,531
LOC114170625,29,34,23,74,81,94
LOC114168237,348,344,434,667,527,677
LOC114169331,274,274,206,456,296,419
LOC114169330,25,30,29,79,61,49
LOC114169109,55,64,44,70,54,98
LOC114169110,10,3,6,4,0,2
LOC114170422,112,168,105,181,159,192
LOC114169948,956,1632,1361,1731,1896,1667
LOC114168815,36,55,54,107,64,107
LOC114168945,31,28,38,50,35,29
LOC114169302,204,201,126,313,248,299
LOC114169902,142,163,127,327,296,333
LOC114169903,241,499,356,464,612,490
LOC114170508,605,972,916,1209,1173,1225
LOC114168431,334,719,735,577,741,665
LOC114170560,120,182,164,202,184,165
LOC114169293,283,271,249,558,494,514
TRNAL-CAA_22,0,0,0,0,0,0
LOC114168755,301,447,406,557,492,454
LOC114169653,131,113,113,135,207,129
LOC114169654,8,3,13,30,53,24
LOC114169652,69,108,91,107,84,131
LOC114170423,25,7,22,10,31,12
LOC114169655,43,26,27,10,43,25
LOC114169657,14,10,10,4,16,8
LOC114169658,36,2,8,8,28,0
LOC114169659,10,8,8,8,18,22
LOC114169665,10,4,4,8,30,11
LOC114169656,38,8,18,28,29,18
LOC114169664,6,3,0,4,8,1
LOC114169667,13,0,5,3,5,5
LOC114169663,11,0,0,0,6,0
LOC114169660,22,2,2,4,20,5
LOC114169661,27,4,2,2,20,2
LOC114169520,6,0,6,0,4,4
LOC114169521,33,2,5,4,5,6
LOC114169519,8,0,0,0,23,0
LOC114169517,0,0,2,2,2,0
LOC114169522,2,3,4,5,4,3
LOC114169518,0,0,0,0,0,0
LOC114169515,1304,1411,1090,1718,1475,1663
LOC114170470,379,484,353,526,567,600
LOC114168643,83,138,126,151,128,135
LOC114168946,30,42,28,56,50,43
LOC114169868,555,738,528,1008,836,777
LOC114169867,97,142,98,166,161,171
LOC114169651,377,416,428,519,502,642
LOC114170493,48,78,51,61,30,87
LOC114169544,216,398,299,766,459,859
LOC114169543,317,312,254,675,561,714
LOC114169107,0,0,2,0,0,0
LOC114169354,799,651,413,1130,855,1256
LOC114169720,133,198,128,266,349,302
LOC114169897,1760,2774,2330,2464,2403,2640
LOC114168245,198,198,143,215,223,247
LOC114169391,4,1,0,2,0,0
LOC114169392,49,114,87,178,108,207
LOC114169343,164,172,116,356,309,331
LOC114168644,174,281,293,199,249,250
LOC114169687,124,158,108,187,172,241
LOC114168630,169,278,172,356,265,243
TRNAE-CUC_22,0,0,0,0,0,0
LOC114169477,1111,1486,860,1700,1394,1662
TRNAE-CUC_23,0,0,0,0,0,0
TRNAE-CUC_24,0,0,0,0,0,0
LOC114168261,12,2,2,36,42,6
LOC114168253,48,18,10,42,50,50
LOC114168547,4,0,4,10,37,4
LOC114168223,587,701,537,734,682,782
LOC114170746,34,25,36,8,10,13
LOC114170745,3,11,12,47,26,31
LOC114168828,32,37,14,43,19,52
LOC114169908,845,817,638,1198,935,1300
LOC114169618,607,577,630,809,908,980
