Geneid,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114185364,94,65,93,82,84,61
LOC114185569,7,20,17,10,23,18
LOC114184742,0,0,0,0,0,0
LOC114184743,0,0,0,0,0,0
LOC114184744,0,0,0,0,0,0
LOC114184745,0,0,0,0,0,0
LOC114184746,0,0,0,0,0,0
LOC114183981,6,2,10,4,6,8
LOC114186051,0,52,0,0,0,44
LOC114186215,6,0,0,2,2,4
LOC114185934,6,10,16,13,24,7
LOC114184747,233,247,201,245,285,290
LOC114186254,7,8,9,16,15,44
LOC114183350,60,40,70,65,66,30
LOC114185255,446,353,375,490,523,386
LOC114183148,183,159,130,198,194,158
LOC114184016,0,0,0,0,0,0
LOC114184749,0,0,0,0,0,0
LOC114184259,11,1,14,1,8,0
LOC114185881,22,12,0,10,0,2
LOC114182978,0,0,0,0,0,0
LOC114186224,0,0,0,0,0,0
LOC114185786,0,0,4,0,2,0
LOC114183284,366,401,407,420,338,305
LOC114183090,278,268,394,372,196,243
LOC114183088,81,14,22,57,35,37
LOC114185463,302,226,282,278,262,259
LOC114185784,32,22,42,28,40,18
LOC114182970,0,0,0,0,0,0
LOC114182954,794,648,765,1040,846,730
LOC114184236,360,440,708,797,497,320
LOC114183791,315,326,275,387,344,446
LOC114183893,88,72,100,71,74,85
LOC114185634,15,8,14,18,18,26
LOC114183966,0,0,0,0,0,0
LOC114183887,179,243,197,233,202,192
LOC114184750,8,13,14,4,6,8
LOC114184219,0,0,0,0,0,0
LOC114184129,34,30,39,38,29,28
LOC114185906,1829,1383,1560,1562,1536,1647
LOC114186010,3,0,0,2,3,2
LOC114185206,1042,1030,1153,1336,1230,1312
LOC114184199,4,6,6,4,8,4
LOC114184903,383,277,355,344,335,352
LOC114185738,3185,2775,3427,2097,4079,4613
LOC114184751,0,10,0,23,12,0
LOC114184085,1372,111,30,991,293,93
LOC114184752,0,0,0,0,0,0
LOC114184753,0,0,0,0,0,0
LOC114183689,0,0,0,0,0,0
LOC114183199,38,62,62,41,50,48
LOC114186303,2,1,0,0,0,6
LOC114183134,2280,3576,2757,3222,2007,2500
LOC114183770,18,45,17,113,37,12
LOC114183481,860,1091,896,937,905,1179
LOC114185941,217,208,183,218,204,157
LOC114186175,2,2,0,0,0,0
LOC114184754,0,0,0,0,0,0
LOC114183808,36,50,2,18,42,50
LOC114183807,4,0,0,2,8,14
LOC114184755,0,0,0,0,0,0
LOC114183441,12,12,12,10,5,18
LOC114182927,0,0,0,0,0,0
LOC114183836,442,481,360,391,362,462
LOC114186348,3,4,0,0,11,0
LOC114185638,18,22,6,12,12,13
LOC114185518,125,51,69,100,80,63
LOC114185572,408,371,511,476,437,504
TRNAL-AAG_9,0,0,0,0,0,0
LOC114185945,23,17,20,8,7,12
LOC114185081,285,411,323,357,208,253
TRNAM-CAU_9,0,0,0,0,0,0
LOC114185437,309,180,178,263,305,198
LOC114183586,93,100,125,85,107,120
LOC114183269,446,590,601,405,372,488
LOC114184756,0,0,0,0,0,0
LOC114185952,137,84,65,118,118,119
TRNAP-AGG_6,0,0,0,0,0,0
LOC114184044,38,20,28,29,38,26
LOC114184757,0,0,0,0,0,0
LOC114184758,0,0,0,0,0,0
LOC114185892,87,55,80,80,116,59
LOC114185687,449,325,386,525,517,388
LOC114183989,722,521,602,708,770,651
LOC114183401,24,40,31,25,37,37
TRNAS-GCU_10,0,0,0,0,0,0
TRNAS-GCU_11,0,0,0,0,0,0
LOC114185461,312,157,189,283,273,218
LOC114185448,525,464,491,530,535,576
LOC114183968,4,2,2,2,2,6
LOC114183339,153,91,139,136,147,72
LOC114182985,1491,1644,1514,2396,2232,1940
LOC114185237,174,156,143,164,175,162
LOC114185430,204,127,130,233,202,158
LOC114183589,6,2,0,14,10,10
LOC114183278,2,2,0,0,3,7
LOC114184312,67,80,99,167,95,71
LOC114185838,0,0,0,2,2,0
LOC114184097,22,12,10,7,3,7
LOC114184870,330,260,352,390,441,342
LOC114184228,839,641,634,782,818,705
LOC114183894,28,50,41,52,92,110
LOC114183404,466,386,339,584,543,493
LOC114185550,0,0,0,0,0,0
TRNAV-UAC_11,0,0,0,0,0,0
TRNAV-UAC_12,0,0,0,0,0,0
LOC114183578,288,327,223,687,599,831
LOC114183307,244,296,238,323,266,301
LOC114183788,305,261,229,279,364,252
LOC114185636,3,6,8,17,6,8
LOC114186104,196,152,166,119,169,124
LOC114183436,2,2,0,2,2,2
LOC114184222,22,15,14,18,5,35
LOC114183702,5,10,0,0,16,6
LOC114183492,88,32,25,79,64,58
LOC114183493,11,10,2,10,7,10
LOC114183490,110,158,140,209,192,192
LOC114185050,0,0,0,0,0,0
LOC114185049,138,48,60,154,153,82
LOC114184759,0,0,0,1,1,2
LOC114185331,317,231,333,427,305,247
LOC114182977,0,0,0,0,0,2
LOC114185301,195,168,194,244,223,119
LOC114185847,98,61,91,117,89,46
LOC114183129,0,0,0,0,0,0
LOC114183775,0,0,0,0,0,0
LOC114185750,203,162,211,202,240,200
LOC114184760,0,0,0,0,0,0
LOC114183255,26,20,12,42,32,60
LOC114183895,53,31,6,18,33,73
LOC114184837,0,0,0,0,0,0
LOC114186337,0,0,0,2,0,0
LOC114184762,95,145,235,572,187,192
LOC114184763,0,0,2,65,2,0
LOC114182990,77,90,164,169,115,90
LOC114183208,105,85,112,161,177,113
LOC114183809,2,8,4,6,8,18
LOC114186066,78,61,63,73,91,86
LOC114183891,8,15,10,14,12,2
LOC114183697,1648,1900,1850,1946,1526,1572
LOC114185658,423,358,349,533,533,404
LOC114183852,524,290,275,552,632,422
LOC114185046,352,389,364,543,474,483
LOC114185950,168,118,161,107,125,183
LOC114185330,654,479,440,929,933,918
LOC114184983,1121,833,1121,1373,1207,1229
LOC114186073,118,100,140,138,125,116
LOC114185828,231,159,148,257,278,226
LOC114183769,139,142,100,266,209,271
LOC114185047,3386,1951,2304,8627,6080,5741
LOC114185834,0,2,0,2,2,0
LOC114184287,0,14,0,4,0,0
LOC114185612,109,79,94,158,147,159
LOC114185613,2,0,0,2,0,0
LOC114185229,9338,9396,11051,14606,9548,10479
LOC114183587,443,285,348,418,289,260
LOC114184096,6,0,0,8,2,2
LOC114184764,0,0,0,0,0,0
LOC114185043,310,225,231,307,384,353
LOC114185167,855,830,756,833,898,725
LOC114185367,282,282,352,412,373,313
LOC114183648,347,263,248,659,589,519
LOC114185598,4,8,2,4,16,12
LOC114183080,567,540,645,529,588,717
LOC114184067,12,11,8,11,12,6
LOC114183243,26,12,6,10,23,17
LOC114183244,123,120,128,170,199,175
LOC114185948,22,18,16,16,17,24
LOC114184765,38,56,86,44,14,17
TRNAP-AGG_7,0,0,0,0,0,0
LOC114185706,59,61,39,30,49,100
LOC114184847,318,280,390,294,379,326
LOC114183621,60,57,82,99,71,87
LOC114183853,0,0,0,0,0,0
LOC114183854,0,0,0,0,0,0
LOC114184045,4,0,0,6,0,3
LOC114183811,7,6,6,24,45,38
LOC114183397,452,401,468,522,411,365
LOC114185822,8,2,4,7,4,6
LOC114186046,36,37,50,35,30,38
LOC114184766,0,0,0,0,0,0
LOC114183889,0,0,2,0,6,0
LOC114184877,266,220,161,244,292,221
LOC114185960,121,82,133,156,109,102
LOC114183932,9,0,6,10,18,30
LOC114184195,596,516,551,747,823,534
LOC114185375,396,382,350,408,399,425
LOC114184272,4,0,0,0,2,0
LOC114184142,2,3,14,11,0,2
LOC114183380,51,39,47,28,41,31
LOC114183423,195,113,184,176,190,166
LOC114184104,12,14,10,8,4,15
LOC114184769,0,0,0,0,0,0
LOC114185797,0,0,0,0,1,0
LOC114185796,2810,1911,2890,3155,2877,2450
LOC114185398,525,451,583,675,654,620
LOC114185127,116,113,57,127,85,100
LOC114185645,10,0,4,8,0,2
LOC114184492,51,27,12,86,113,90
LOC114184770,2,4,8,76,15,17
LOC114184074,0,0,2,0,0,0
LOC114184640,0,0,0,4,5,0
LOC114184224,42,26,7,39,47,57
LOC114183412,538,449,492,658,620,527
LOC114183312,199,148,161,153,225,188
LOC114183094,2,8,4,2,3,9
LOC114183093,27,4,11,16,24,21
LOC114183091,488,426,508,538,486,425
LOC114186377,0,0,0,0,0,0
LOC114184116,6,2,0,2,6,13
LOC114183800,321,391,299,340,315,518
LOC114184493,47,36,28,39,44,38
LOC114183905,135,148,127,131,123,212
TRNAV-CAC_12,0,0,0,0,0,0
LOC114186112,0,0,0,0,0,4
LOC114183020,58,34,27,34,49,40
LOC114184136,667,574,458,645,704,510
LOC114183840,8,8,4,16,8,7
LOC114183258,7,10,4,16,14,8
LOC114183257,267,287,159,442,406,452
LOC114183519,597,743,567,633,485,763
LOC114184131,42,44,35,54,57,76
LOC114183750,427,352,400,469,445,559
LOC114183701,49,32,35,111,121,135
LOC114183296,366,311,395,283,455,562
LOC114183661,41,28,44,32,28,32
LOC114184036,0,2,0,0,0,0
LOC114184143,37,25,33,17,20,27
LOC114182949,412,369,449,438,397,472
LOC114184015,82,98,73,91,85,123
LOC114186202,0,0,0,0,0,4
LOC114184878,701,748,741,831,861,889
LOC114185186,254,188,261,271,213,334
LOC114185185,326,188,244,235,274,340
LOC114183715,39,36,43,45,64,78
LOC114186333,501,360,418,573,604,486
LOC114183270,215,199,107,234,193,198
LOC114183216,0,0,0,0,1,1
LOC114183308,117,98,123,141,113,87
LOC114185294,373,365,368,372,366,391
LOC114184771,0,0,0,0,0,0
LOC114184772,2,6,0,6,2,4
LOC114185385,251,201,178,166,223,223
LOC114186195,144,111,109,122,125,116
LOC114185436,300,173,154,182,266,334
LOC114185792,0,0,0,0,0,5
LOC114185682,212,172,86,184,132,137
LOC114184849,192,88,144,187,168,150
LOC114184850,10,27,6,10,24,14
LOC114185225,286,319,491,292,332,259
LOC114184215,5,4,16,10,14,8
LOC114184201,633,641,589,751,663,834
LOC114184200,4180,4726,4428,6815,4775,5772
LOC114186021,398,245,283,253,387,253
LOC114186037,0,0,0,0,0,0
LOC114183086,2,6,12,8,4,6
LOC114183254,19,16,18,37,31,51
LOC114183567,73,30,58,61,67,54
TRNAG-UCC_15,0,0,0,0,0,0
LOC114183166,540,529,449,551,580,521
LOC114183572,61,36,46,54,64,40
LOC114185629,289,244,260,262,262,255
LOC114185631,36,51,56,73,77,66
LOC114185630,173,153,184,184,182,168
LOC114185632,6,6,12,6,10,14
LOC114185633,104,149,110,101,110,108
LOC114183211,0,0,0,0,0,0
LOC114183424,38,34,38,58,49,16
LOC114183763,300,256,214,316,192,219
LOC114186252,6,5,2,19,8,10
LOC114184099,0,0,0,0,0,0
LOC114186029,0,0,0,0,0,0
LOC114185918,0,0,0,0,0,0
LOC114183696,68,43,53,62,109,186
LOC114185595,326,238,220,197,272,357
LOC114183899,196,328,236,325,251,400
LOC114183622,184,216,219,173,90,118
LOC114184957,207,275,251,238,222,217
LOC114184202,0,2,0,2,2,0
LOC114184203,143,123,116,153,138,170
LOC114185475,345,319,283,323,332,267
LOC114183046,368,344,402,375,391,361
TRNAV-CAC_13,0,0,0,0,0,0
LOC114183563,612,496,593,675,562,440
LOC114183738,6,22,12,8,20,24
LOC114183545,130,147,151,121,107,153
LOC114184773,0,0,0,0,0,0
LOC114185883,20,14,8,10,12,22
LOC114185198,2,6,13,7,16,5
LOC114185197,1571,791,1020,2131,2182,1213
LOC114185996,2,7,0,12,10,7
LOC114184247,1117,601,816,708,834,643
LOC114183418,0,13,10,14,20,10
LOC114186375,0,0,0,0,0,0
LOC114183335,96,103,88,89,92,96
LOC114184112,0,0,0,0,0,0
LOC114185523,231,173,176,300,424,249
LOC114184774,8,5,7,3,2,2
LOC114184775,0,0,0,0,0,0
LOC114183585,4,0,2,2,2,6
LOC114183740,55,75,62,97,81,57
LOC114184869,20,6,14,4,12,11
LOC114184868,171,122,136,144,128,121
LOC114185557,321,263,253,310,314,344
LOC114184260,6,4,8,6,10,8
LOC114185392,73,75,62,77,69,80
LOC114185391,67,69,64,39,102,113
LOC114185929,143,97,88,136,151,91
LOC114183371,38,41,4,74,10,34
LOC114185180,276,233,209,248,250,189
LOC114185809,4,2,0,0,4,2
LOC114184929,33,22,26,50,47,55
LOC114184930,14,15,19,14,4,23
LOC114184046,20,12,22,21,10,39
LOC114185955,74,49,55,85,49,31
LOC114183392,186,138,192,143,165,136
LOC114185785,132,105,156,191,174,124
LOC114182984,1406,1129,1217,1680,1757,1421
LOC114184958,470,402,500,596,581,499
LOC114183779,0,2,0,2,0,0
LOC114184776,0,0,0,0,0,0
LOC114184777,0,0,0,0,0,0
LOC114184778,0,0,0,0,0,0
LOC114183195,2731,2204,2335,3735,2699,2748
LOC114183576,139,154,108,153,106,120
LOC114185600,251,166,174,267,224,207
LOC114186170,0,0,0,0,0,0
LOC114186172,0,0,0,0,0,0
LOC114186171,0,0,0,0,0,0
LOC114183723,63,144,131,76,121,149
LOC114183692,8,0,0,0,0,0
LOC114183693,0,0,0,0,0,0
LOC114184779,0,0,0,0,0,0
LOC114185963,0,0,0,0,0,0
LOC114185962,0,0,0,0,0,0
LOC114183686,0,0,0,0,0,0
LOC114183659,0,0,0,0,0,0
LOC114183527,67,35,4,141,25,6
LOC114183758,0,0,0,0,0,0
LOC114183780,1,0,0,1,0,4
LOC114183825,0,0,0,0,0,0
LOC114184117,22,12,11,16,6,6
LOC114185651,0,0,0,2,0,0
LOC114183633,96,112,108,72,74,83
LOC114185075,906,744,757,1067,1030,1079
LOC114184376,12,8,12,10,15,2
LOC114185593,122,124,161,143,170,217
LOC114186023,480,329,401,436,425,348
LOC114184586,62,48,89,98,52,70
LOC114184585,363,219,245,374,474,252
LOC114185760,10,10,14,22,10,31
LOC114183513,50,42,32,22,55,66
LOC114183098,165,100,143,194,137,170
TRNAS-GCU_12,0,0,0,0,0,0
LOC114185661,11,8,3,12,12,6
LOC114183874,75,61,50,51,81,68
LOC114183580,79,89,66,88,96,61
LOC114183862,103,88,152,159,189,192
LOC114183863,192,203,169,188,179,227
LOC114186280,0,1,0,0,0,0
LOC114183169,4986,4667,4911,5439,4625,4321
LOC114183477,91,104,85,104,96,54
LOC114186407,0,0,1,2,0,0
LOC114186406,0,0,0,0,0,0
LOC114186399,0,0,1,1,0,2
LOC114185158,0,2,0,3,6,9
LOC114185157,110,87,77,110,119,102
LOC114185396,372,247,303,314,363,271
LOC114184844,303,200,235,315,279,246
LOC114183734,608,795,726,1428,920,913
LOC114183349,0,0,0,0,0,0
LOC114184782,0,0,0,0,0,0
LOC114186340,2,0,2,0,0,0
LOC114184783,0,0,0,0,0,0
LOC114185236,213,183,173,224,255,278
LOC114184076,112,115,104,95,103,134
LOC114183709,38,33,6,9,59,66
LOC114183748,16,6,12,8,9,6
LOC114183598,5,13,8,12,16,8
LOC114183409,0,0,0,0,0,0
LOC114186014,0,0,2,0,2,0
LOC114183180,182,149,188,130,165,142
LOC114185143,4,8,8,2,10,16
LOC114185141,60,65,51,38,57,34
LOC114185922,660,506,472,552,547,491
LOC114185718,32,42,20,50,44,38
LOC114185125,991,765,733,957,1072,921
LOC114183191,74,63,55,83,95,57
LOC114183192,132,78,131,160,189,162
LOC114184962,333,238,277,445,400,319
LOC114183912,5,2,21,6,12,4
LOC114185338,532,449,493,422,412,451
LOC114185272,321,273,320,380,410,385
LOC114185789,0,0,0,0,0,0
LOC114184784,0,0,0,0,0,0
LOC114183434,153,120,128,133,121,150
LOC114183038,0,0,0,0,0,0
LOC114184430,0,0,0,0,0,0
LOC114185686,2,0,0,10,59,291
LOC114184324,0,0,0,0,0,0
TRNAP-UGG_3,0,0,0,0,0,0
LOC114185546,0,0,0,0,0,0
LOC114185293,561,378,481,599,530,490
LOC114184088,15,12,16,27,14,41
LOC114185980,401,270,426,408,419,339
LOC114185171,327,289,229,273,283,304
LOC114183311,278,269,147,465,499,496
LOC114184180,2,0,2,0,0,0
LOC114183819,6,6,0,14,10,4
LOC114182945,0,0,0,0,0,0
LOC114183231,0,0,0,0,0,0
LOC114184786,0,0,0,0,0,0
LOC114185305,382,272,338,372,399,345
LOC114185469,78,82,113,96,52,74
LOC114185466,191,112,107,198,92,95
LOC114185467,20,18,10,8,32,16
LOC114184787,0,2,2,0,0,0
LOC114183695,98,128,229,98,125,98
LOC114185187,258,152,186,230,221,233
LOC114185199,209,126,124,159,224,153
LOC114184788,0,0,0,0,0,0
LOC114184314,148,71,127,153,146,152
LOC114183438,555,164,148,284,343,191
LOC114185654,660,557,505,629,639,614
LOC114182988,78,60,61,99,92,94
LOC114184221,2,10,0,4,2,6
LOC114186408,0,0,0,0,0,0
LOC114186418,0,0,0,0,0,0
LOC114186401,0,0,0,0,0,0
LOC114183939,12,18,14,13,15,16
LOC114186411,4,0,0,0,0,0
LOC114186409,2,2,2,3,2,0
LOC114186400,2,0,0,0,0,4
LOC114184292,6,2,0,2,2,2
LOC114183549,75,98,68,87,59,78
LOC114183329,14,22,8,8,4,2
LOC114183328,24,24,10,36,42,33
LOC114183952,43,33,36,38,26,11
LOC114185810,10,29,8,38,12,45
LOC114183347,416,418,454,287,319,260
LOC114183346,489,452,496,492,574,454
LOC114183971,0,0,0,4,2,0
LOC114183970,16,0,2,12,2,4
LOC114183649,81,40,45,90,95,102
LOC114183921,81,82,71,86,79,44
LOC114183920,68,54,34,23,66,44
LOC114183043,0,0,0,0,0,0
LOC114185818,0,0,0,0,0,0
LOC114184975,374,268,312,422,403,275
LOC114184976,0,2,2,0,6,6
LOC114183855,118,61,68,85,109,126
LOC114183856,414,546,424,374,331,553
LOC114186367,0,0,0,0,0,1
LOC114186368,1,4,0,0,0,0
LOC114185693,942,607,928,1094,969,1100
LOC114183835,171,137,199,213,199,174
LOC114183834,127,128,168,131,66,70
LOC114184698,0,0,2,2,0,0
LOC114183820,0,0,0,0,2,0
LOC114183623,0,0,4,1,0,1
LOC114185771,0,0,0,0,1,0
LOC114186402,0,0,1,0,0,0
LOC114186412,0,0,0,0,0,0
LOC114184790,9,5,9,3,18,7
LOC114185770,59,24,32,46,44,50
LOC114186342,47,48,101,75,84,78
LOC114185310,344,217,516,405,500,343
LOC114185308,2312,1778,2969,3260,3588,2208
LOC114184791,22,41,66,29,27,32
LOC114185306,407,494,815,487,567,533
LOC114185309,3063,2299,3026,3496,5397,3129
LOC114183903,554,507,783,578,558,521
LOC114186404,0,0,0,0,0,0
LOC114186414,0,0,0,0,0,0
LOC114186403,0,0,0,0,0,0
LOC114186416,0,0,0,0,0,0
LOC114186417,0,0,0,0,0,0
LOC114185904,1155,435,630,934,488,351
TRNAK-UUU_17,0,0,0,0,0,0
LOC114184996,518,536,484,402,638,533
LOC114184245,86,67,72,106,95,97
LOC114184246,818,857,924,1158,1203,1397
LOC114185937,2,2,0,2,0,2
LOC114186386,0,0,0,0,0,0
LOC114186278,0,0,0,0,0,0
LOC114186415,0,0,0,0,0,0
LOC114186413,0,0,0,0,0,0
LOC114186398,0,0,0,0,0,0
LOC114184793,0,0,0,1,0,0
LOC114184981,1,6,3,11,8,6
LOC114184980,111,98,75,113,131,210
LOC114186105,10,19,8,8,14,6
LOC114186127,0,0,2,5,2,10
LOC114186128,232,289,301,292,227,304
LOC114185527,129,99,104,54,70,59
LOC114185156,76,72,66,127,98,130
LOC114185155,98,55,71,115,124,164
LOC114185352,2805,2906,3155,4249,3984,4567
LOC114184018,53,40,56,98,134,89
LOC114184070,12,12,8,26,32,26
LOC114183976,13,10,12,18,6,12
LOC114185947,46,236,236,166,132,222
LOC114184920,411,291,408,535,559,484
LOC114185742,116,123,140,124,121,130
LOC114185089,347,401,401,454,377,398
LOC114184794,0,0,0,0,0,0
LOC114185917,0,0,0,4,0,0
LOC114186343,0,0,0,0,0,2
LOC114184148,2,0,0,0,0,0
TRNAR-UCU_21,0,0,0,0,0,0
TRNAR-UCU_22,0,0,0,0,0,0
LOC114184147,2,0,10,8,2,2
LOC114183725,4,0,0,2,1,0
LOC114183272,1319,821,1048,939,1032,890
LOC114183327,22,24,0,22,0,28
LOC114184176,82,116,83,125,87,253
LOC114185451,207,210,202,120,137,75
LOC114186030,52,60,57,47,63,46
LOC114184808,0,0,0,0,0,2
LOC114186359,70,24,40,57,81,47
LOC114186152,242,178,187,170,199,249
TRNAS-CGA_1,0,0,0,0,0,0
LOC114183597,254,204,158,270,253,224
LOC114184155,303,129,177,181,255,135
LOC114183406,0,0,0,0,0,0
LOC114183407,9,5,5,6,13,10
LOC114183662,726,553,565,826,874,880
LOC114183123,32,28,33,25,19,31
LOC114183271,134,53,22,50,22,50
LOC114183109,617,588,416,616,391,664
LOC114185400,3873,3146,2295,6423,3012,6129
LOC114185399,122,128,42,148,92,74
LOC114183362,2,0,2,0,2,2
LOC114183363,0,0,0,0,0,0
TRNAM-CAU_10,0,0,0,0,0,0
TRNAM-CAU_11,0,0,0,0,0,0
LOC114185545,704,482,485,644,639,592
LOC114185967,197,143,192,265,196,132
LOC114186084,130,123,144,146,158,126
LOC114184089,8,4,4,12,10,20
LOC114185407,196,119,89,223,223,182
LOC114183615,10,6,6,16,14,26
LOC114184107,0,0,4,4,4,0
LOC114184108,0,0,0,0,3,0
LOC114184796,0,0,0,0,0,0
LOC114185821,6,2,2,4,4,2
LOC114185734,150,121,79,108,153,101
LOC114183704,284,238,264,305,324,305
LOC114183706,1,4,5,7,0,7
LOC114183707,47,39,24,62,44,27
LOC114186255,0,0,0,0,2,2
LOC114183726,16,4,14,6,4,14
LOC114183948,4,0,0,8,12,2
LOC114183288,1846,1814,2038,3059,2263,2703
LOC114185782,100,84,89,80,104,70
LOC114186137,271,208,276,245,311,241
LOC114185621,182,102,101,157,213,68
LOC114183196,26,12,8,18,12,8
LOC114184833,699,545,593,885,855,788
LOC114185020,843,721,767,886,841,894
LOC114184969,775,632,725,832,802,700
LOC114185164,133,138,175,164,180,171
LOC114185616,501,317,387,722,669,690
LOC114183140,12,26,27,42,16,34
TRNAS-AGA_9,0,0,0,0,0,0
LOC114183430,119,106,113,100,92,75
LOC114185286,363,301,359,363,374,296
LOC114185390,298,155,233,314,374,193
LOC114185498,253,153,156,167,289,191
LOC114185497,370,216,295,1048,717,362
LOC114183318,26,12,6,17,10,24
LOC114183317,827,1056,771,931,736,1024
LOC114184166,683,551,618,760,900,714
LOC114184165,106,165,120,237,324,382
LOC114184250,114,89,18,34,139,111
TRNAD-GUC_15,0,0,0,0,0,0
LOC114183355,266,383,697,453,592,348
LOC114183354,8,2,6,6,2,7
LOC114183210,14,12,16,16,12,18
LOC114184182,3,0,2,6,12,8
LOC114185428,19,43,29,14,34,26
LOC114185431,90,38,62,107,61,63
LOC114184409,0,2,0,0,1,0
LOC114184410,0,0,2,0,0,1
LOC114184230,706,1750,1330,1570,1171,1570
LOC114183105,0,0,0,0,0,0
LOC114185730,20,18,0,38,2,40
LOC114183357,228,217,243,279,243,254
LOC114183495,4,0,6,2,10,18
LOC114183496,6,0,4,6,6,2
LOC114183239,90,136,106,84,144,111
LOC114186133,0,0,0,0,0,0
LOC114183142,506,380,537,462,335,319
LOC114185879,0,0,0,0,0,2
LOC114183341,78,64,63,42,30,32
LOC114185114,234,191,237,268,217,201
LOC114185311,149,141,212,146,151,92
LOC114183681,722,860,893,668,772,846
LOC114184151,46,30,18,37,43,32
LOC114183390,103,90,87,82,117,116
TRNAN-GUU_18,0,0,0,0,0,0
TRNAR-ACG_12,0,0,0,0,0,0
LOC114184797,203,192,199,333,210,416
LOC114183666,19,20,41,31,41,18
LOC114183667,918,505,514,368,810,573
LOC114183665,240,166,133,198,303,168
LOC114183674,62,22,34,33,87,23
LOC114183676,138,106,73,67,137,64
LOC114183671,1,7,1,28,20,0
LOC114183669,280,142,135,230,289,201
LOC114185652,10,4,0,0,10,1
LOC114182934,543,666,668,534,492,673
LOC114184799,0,0,0,0,0,0
LOC114184800,0,0,0,0,0,0
LOC114183901,36,26,30,28,40,26
LOC114183398,244,290,268,287,291,241
LOC114184061,681,638,981,679,466,468
LOC114184060,0,0,0,0,0,1
LOC114185746,0,0,0,0,0,0
LOC114183445,174,80,142,168,145,137
LOC114183189,56,18,10,8,59,97
LOC114183322,2651,1799,2249,3455,2815,2788
LOC114183896,697,565,555,883,976,1050
LOC114185289,215,189,179,160,150,148
LOC114185290,278,236,255,231,279,285
LOC114184801,0,0,0,0,0,0
LOC114186094,4,4,8,4,11,12
LOC114186211,150,117,172,148,163,177
LOC114186049,4,2,0,2,6,6
LOC114183435,978,1095,1350,1033,991,1210
LOC114186239,0,0,0,0,0,0
LOC114183722,2,6,2,4,2,2
LOC114184290,0,2,0,0,0,2
LOC114185873,300,213,248,316,279,264
LOC114185872,2862,2456,2692,3502,2952,2713
LOC114182994,231,195,231,237,238,268
LOC114185178,609,719,673,686,525,587
LOC114185179,164,127,148,182,159,159
LOC114185177,161,146,171,179,199,212
LOC114185175,215,148,158,235,231,144
LOC114183913,14,14,12,4,0,6
LOC114183332,27,36,34,40,32,43
LOC114184124,544,493,325,497,595,458
LOC114183348,598,586,612,697,579,680
LOC114183680,151,119,93,146,163,67
LOC114184802,0,0,0,0,0,0
LOC114183068,10,6,12,8,12,2
LOC114183069,102,90,87,93,105,84
LOC114186355,38,46,37,46,36,26
LOC114182940,348,309,374,432,435,509
LOC114184855,1236,987,1015,1186,1353,905
LOC114186042,1021,819,817,1167,1119,1003
LOC114185394,329,298,303,423,370,326
LOC114183421,66,53,77,55,63,55
LOC114183420,125,69,72,52,58,63
LOC114183935,191,148,207,191,213,204
LOC114185863,26,20,16,34,17,18
LOC114185688,6,2,0,2,2,3
LOC114184133,0,0,0,0,0,0
LOC114183095,87,77,53,131,94,71
LOC114184174,44,45,51,61,39,36
LOC114186311,136,115,83,173,200,108
LOC114185588,6,12,24,14,14,10
LOC114183793,29,38,32,57,67,51
LOC114186076,74,62,22,40,57,62
LOC114186075,339,232,324,318,309,355
LOC114183154,242,232,278,360,323,326
LOC114184102,1627,1460,1230,3112,2298,1946
LOC114186032,220,200,241,227,254,346
LOC114184189,992,984,943,943,1285,1664
LOC114185415,1930,1724,2472,3098,3118,3259
LOC114185711,218,271,295,187,265,317
LOC114185712,319,524,376,569,410,438
LOC114185354,724,533,675,1116,1350,1469
LOC114185355,121,59,38,67,126,67
LOC114184803,41,18,20,10,9,11
LOC114185848,10,7,5,5,2,3
LOC114184084,2,2,0,2,0,2
LOC114182969,0,0,0,0,0,0
LOC114185635,113,87,64,90,121,58
LOC114184115,237,237,280,263,249,209
LOC114183684,93,77,74,54,97,71
LOC114185256,26,16,20,29,36,34
LOC114183949,3,6,5,11,13,2
LOC114185154,338,296,230,309,341,207
LOC114185566,77,37,32,82,89,49
LOC114185567,4,11,9,9,6,8
LOC114183721,0,0,0,0,0,10
LOC114182955,0,0,0,0,0,0
LOC114183786,11,4,4,14,12,10
LOC114183885,8,8,2,9,11,20
LOC114185845,62,16,18,64,69,39
LOC114184184,9,4,4,14,13,6
LOC114185465,1306,1549,1432,1993,1448,1644
LOC114185553,3492,2047,2365,5614,3524,3173
LOC114185878,75,75,66,103,93,61
LOC114185248,281,244,270,255,309,246
LOC114184804,17,14,10,22,22,5
LOC114186150,436,302,349,349,410,363
LOC114185459,522,563,457,604,549,370
LOC114185460,4,3,10,6,6,0
LOC114185517,651,456,711,1223,909,917
LOC114185371,313,290,348,435,426,344
LOC114185481,233,171,191,140,179,166
LOC114182933,38,28,42,46,55,44
LOC114183118,142,99,90,156,152,122
LOC114183119,44,34,7,31,42,21
LOC114183120,10,10,13,18,8,7
LOC114185373,106,62,75,88,64,53
LOC114185559,320,230,223,301,320,253
LOC114185283,209,172,204,254,264,258
LOC114184863,359,168,211,362,332,240
LOC114185935,892,870,766,943,795,708
LOC114183220,299,185,187,278,348,245
LOC114185990,109,80,86,85,72,85
LOC114184137,36,26,44,47,55,54
LOC114183938,38,40,44,51,37,51
