,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114174704,537,1135,644,638,794,933
LOC114173186,6,8,0,4,10,6
LOC114173179,2,0,2,4,2,4
LOC114171498,10,19,30,23,18,24
LOC114174048,6,16,12,16,14,13
LOC114173266,0,0,0,2,0,0
LOC114173206,0,0,2,1,0,0
LOC114173020,116,173,137,123,163,100
LOC114174680,141,209,160,141,164,296
LOC114173480,75,118,105,136,97,128
LOC114173482,0,0,0,2,0,1
LOC114166557,1162,1418,1269,1038,1209,1007
LOC114166546,6,2,2,9,2,8
LOC114173963,577,844,535,631,625,560
LOC114173962,432,575,355,459,495,546
LOC114168071,56,62,65,66,75,89
LOC114167375,0,0,0,0,0,0
LOC114174315,2,2,2,0,0,4
LOC114174649,0,0,0,0,0,0
LOC114167459,0,2,0,4,0,4
LOC114174650,0,0,0,0,0,0
LOC114168951,4,0,5,0,2,2
LOC114173203,4,6,6,2,0,1
LOC114173516,0,0,4,0,0,0
LOC114173517,221,293,232,238,306,365
LOC114173819,108,59,23,48,45,99
LOC114173820,0,4,0,0,2,0
LOC114173818,350,402,403,358,323,421
LOC114174673,41,36,22,60,53,44
LOC114173772,0,0,0,0,0,0
LOC114173770,17,12,14,12,13,12
LOC114173769,412,705,395,455,458,607
LOC114167418,520,105,176,94,117,270
LOC114173084,0,0,0,0,2,0
LOC114166941,22,30,20,27,30,154
LOC114173571,166,231,236,215,179,207
LOC114173066,11,7,7,6,4,6
LOC114169958,19,10,22,16,15,17
LOC114174651,0,0,0,0,0,0
LOC114174358,0,0,0,0,0,0
LOC114171220,99,20,51,53,50,148
LOC114173287,0,0,0,0,0,0
LOC114174652,0,0,0,0,0,0
LOC114173401,182,209,86,130,143,161
LOC114173679,1866,2268,2567,1844,1778,2083
LOC114173798,4,0,0,0,0,0
LOC114173495,2082,3332,3357,3589,3825,3124
LOC114174244,36,77,58,65,74,94
LOC114166434,0,72,0,0,68,33
LOC114173056,12,19,4,14,10,18
LOC114169221,46,60,47,82,61,84
LOC114173023,0,0,0,0,0,0
LOC114173511,48,52,70,54,72,165
LOC114173104,2,4,4,4,2,1
LOC114174328,20,46,63,73,70,54
LOC114173244,486,638,518,520,632,684
LOC114173245,0,0,0,0,2,0
LOC114173793,101,105,79,86,100,131
LOC114174782,0,0,0,0,0,0
LOC114174777,0,0,0,0,0,0
LOC114174781,7,2,4,5,6,2
LOC114174780,4,0,3,1,0,3
LOC114173796,0,0,0,2,0,2
LOC114174783,0,0,0,0,0,0
LOC114174775,0,0,0,0,0,0
LOC114173993,30,22,20,19,16,37
LOC114174784,0,0,0,0,0,0
LOC114174776,0,0,0,0,0,0
LOC114174653,10,4,4,8,2,37
LOC114174306,12,26,9,15,12,22
LOC114174305,24,46,6,30,32,10
LOC114174700,4,0,2,0,8,4
LOC114174009,12,27,37,21,21,28
LOC114173208,0,0,0,0,0,0
LOC114168827,0,0,0,0,0,0
LOC114168635,0,2,0,0,1,0
LOC114168626,23,1,2,0,1,10
LOC114174121,2,8,9,1,6,4
LOC114172976,200,113,149,203,190,377
LOC114173856,238,460,284,341,370,492
LOC114167009,0,3,0,0,1,0
LOC114173135,0,1,0,0,0,0
LOC114173142,95,166,119,134,115,116
LOC114173171,156,195,230,223,233,212
LOC114173172,94,159,116,145,202,192
LOC114167262,90,84,126,120,81,119
LOC114173643,80,112,108,62,105,108
LOC114173642,1399,582,534,590,636,1098
LOC114173645,8,21,12,12,12,14
LOC114173646,608,558,680,777,858,1133
LOC114174051,27,28,22,32,41,62
LOC114172886,0,0,0,2,0,2
LOC114172952,49,95,56,68,90,111
LOC114172870,191,225,260,245,239,236
LOC114171958,461,419,427,409,417,477
LOC114167059,30,11,23,52,12,34
LOC114173663,12,22,10,16,18,22
LOC114173664,2,3,1,0,5,2
LOC114173925,45,38,45,45,61,100
LOC114169436,370,522,414,447,562,741
LOC114170473,22,26,21,31,27,23
LOC114173703,57,85,81,96,53,99
LOC114173706,480,608,588,498,659,815
LOC114173707,12,17,8,6,19,17
LOC114173708,0,0,0,0,0,0
LOC114173174,4,2,6,4,28,30
LOC114168153,4,34,20,14,24,51
LOC114168162,1296,2539,1651,1573,2411,3647
LOC114171338,4,15,10,10,41,30
LOC114173433,1171,1361,900,962,1025,1461
LOC114174654,2,0,2,2,8,4
LOC114173022,197,187,175,193,159,226
LOC114173654,182,200,152,192,200,297
LOC114173518,76,197,149,113,147,175
LOC114173567,268,360,299,235,339,572
LOC114173773,249,423,369,395,395,556
LOC114175810,90,122,98,106,100,129
LOC114179292,2,2,5,0,2,8
LOC114178757,207,222,197,266,212,244
LOC114175967,126,171,119,160,161,226
LOC114179523,0,0,0,0,0,0
LOC114179802,144,89,180,135,110,88
LOC114174889,279,316,313,325,291,310
LOC114177546,140,140,163,131,139,148
LOC114174918,89,141,141,112,123,172
LOC114176462,30,44,45,51,38,58
LOC114179405,0,2,4,0,0,0
LOC114176908,8,20,8,12,12,3
LOC114175833,4,0,2,4,0,6
LOC114178131,8,18,11,8,6,6
LOC114178130,201,529,446,222,383,599
LOC114175707,0,0,0,0,0,0
LOC114178616,2285,3826,2840,2324,3970,4026
LOC114179193,2,2,4,0,2,8
LOC114179192,2,13,2,4,24,7
LOC114174966,2,0,0,0,0,0
LOC114176453,399,585,489,494,587,525
LOC114177760,195,190,212,174,249,323
LOC114177024,0,2,0,0,0,2
LOC114179522,0,0,2,0,0,2
LOC114178034,109,137,108,137,173,209
LOC114178036,8,10,15,18,6,9
LOC114177742,692,845,651,812,669,845
LOC114177744,608,946,1096,934,892,793
LOC114177745,0,2,2,2,0,0
LOC114176844,0,0,0,0,0,0
LOC114179126,16,24,18,27,24,28
LOC114176434,101,210,104,105,137,198
LOC114178288,170,225,166,220,250,215
LOC114176745,2,2,4,6,4,4
LOC114180006,0,0,0,0,0,0
LOC114176744,0,4,2,6,2,0
LOC114175128,660,390,528,671,363,367
LOC114177185,0,0,0,0,0,0
LOC114179627,0,0,0,0,0,2
LOC114177300,18,22,8,16,39,63
LOC114178027,751,772,579,725,749,1018
LOC114179617,88,90,100,90,111,101
LOC114177587,0,0,0,0,0,0
LOC114176456,0,0,0,0,0,0
LOC114176401,675,1350,799,764,996,1263
LOC114177583,0,0,0,0,0,0
LOC114178104,0,0,0,0,0,0
LOC114176284,10,10,23,14,8,21
LOC114178107,119,144,146,111,144,181
LOC114179931,658,749,701,621,676,856
LOC114178135,88,82,71,70,124,115
LOC114177901,541,746,418,430,369,361
LOC114177900,683,963,873,716,915,1025
LOC114178090,436,691,509,579,717,801
LOC114178251,53,109,75,96,82,123
LOC114177531,0,0,0,0,2,8
LOC114177090,0,4,0,0,2,0
LOC114179502,29,26,24,26,25,42
LOC114176648,0,0,0,0,0,0
LOC114176649,0,0,0,0,0,0
LOC114177748,222,254,214,209,246,455
LOC114178112,1354,1020,800,1014,1523,2991
LOC114174994,123,148,108,128,172,189
TRNAQ-UUG_6,0,0,0,0,0,0
TRNAQ-UUG_7,0,0,0,0,0,0
LOC114176130,99,100,84,91,112,237
LOC114176479,20,65,59,61,62,74
LOC114178399,1058,1334,974,1111,1291,1544
LOC114178286,259,495,462,402,372,270
LOC114178285,1108,2109,1828,1356,1215,1431
LOC114179132,128,210,135,168,167,255
LOC114176776,0,0,0,0,0,2
LOC114176775,0,0,0,0,0,0
LOC114179148,54,40,25,43,49,258
LOC114179147,0,0,0,0,0,0
LOC114179146,327,386,354,434,354,453
LOC114178011,328,339,256,368,390,576
LOC114175594,18,24,14,33,26,18
LOC114175658,41,84,54,42,114,93
LOC114176068,51,122,122,101,111,129
LOC114176488,0,6,1,6,2,10
LOC114177427,63,83,253,190,153,136
LOC114178111,10,7,19,12,10,31
LOC114175634,0,0,0,0,0,0
LOC114177781,54,83,74,89,118,125
LOC114177782,92,65,138,80,64,112
LOC114177980,660,906,756,832,846,931
LOC114176189,157,290,348,205,303,390
LOC114177692,20,22,11,10,18,17
LOC114178114,0,0,0,0,0,0
LOC114175576,781,952,622,735,920,999
LOC114179719,2,0,0,0,0,0
LOC114177081,709,929,708,756,896,945
LOC114177082,0,3,2,0,2,4
LOC114175904,1297,1285,980,1428,1769,2608
LOC114179903,302,219,186,263,294,671
LOC114176717,17,20,22,24,34,47
LOC114176793,18,13,20,13,26,26
LOC114176409,344,309,288,388,371,686
LOC114180056,2,4,0,3,0,0
LOC114180055,1,0,0,0,0,0
LOC114180057,1,0,0,0,0,0
LOC114175836,194,110,87,172,120,249
LOC114179890,2,0,0,1,0,4
LOC114178833,32,34,21,11,27,38
LOC114178119,222,332,235,242,235,287
LOC114177708,144,199,210,145,215,318
LOC114178125,0,0,0,0,0,0
LOC114179319,69,61,50,44,54,92
LOC114177398,0,0,0,0,4,0
LOC114175809,136,247,181,189,177,160
LOC114174952,182,270,227,189,435,451
LOC114179034,711,629,590,626,477,754
LOC114176447,280,423,375,415,449,485
LOC114178133,0,0,0,0,0,0
LOC114176540,167,196,192,206,227,326
LOC114177970,12,17,14,2,20,17
LOC114178170,137,171,129,120,149,220
LOC114179300,62,99,92,101,110,97
LOC114177929,388,538,403,279,424,529
LOC114179856,327,313,164,256,278,473
LOC114179945,103,142,105,136,114,205
LOC114177633,133,164,96,125,141,194
LOC114178318,348,507,436,496,508,517
LOC114178319,319,488,316,335,413,383
LOC114178247,218,396,252,260,323,453
LOC114179548,0,0,0,0,2,2
LOC114174910,134,158,152,135,181,184
LOC114176960,0,20,2,0,0,2
LOC114176966,0,2,0,2,0,0
LOC114179466,334,449,518,457,475,638
LOC114178039,627,529,498,738,748,1222
LOC114178040,317,360,252,345,347,419
LOC114178041,100,117,122,86,110,133
LOC114179693,147,207,187,152,180,153
LOC114179948,199,292,165,212,235,455
LOC114177763,162,220,201,154,197,261
LOC114178971,416,329,409,332,347,525
LOC114178682,11,16,20,11,10,32
LOC114178683,180,243,358,238,202,174
LOC114177413,2,2,0,2,0,0
LOC114179835,2,2,2,6,0,2
LOC114177384,0,1,2,0,0,4
LOC114175950,103,223,127,203,192,267
LOC114175429,0,0,0,0,0,0
LOC114175914,24,78,89,115,71,105
LOC114175915,0,1,1,6,2,7
LOC114175611,2,0,0,0,0,0
LOC114179060,2,9,0,10,8,4
LOC114179055,452,527,503,708,569,536
LOC114179058,0,0,0,0,0,0
LOC114179056,804,1180,1085,1042,1030,931
LOC114179059,92,108,92,83,135,131
LOC114179057,0,0,0,0,0,0
LOC114177838,1092,1183,943,982,1126,1231
LOC114177021,50,77,35,27,72,145
LOC114177022,23,60,39,38,26,44
LOC114178931,8,22,8,32,40,110
LOC114179019,0,0,0,0,0,0
LOC114177644,127,165,143,99,153,187
LOC114178487,156,225,170,205,215,194
LOC114176664,100,285,275,268,277,280
LOC114177285,6,8,2,16,2,0
LOC114179914,114,178,119,152,178,218
LOC114176740,0,0,0,0,0,0
LOC114177273,4,4,6,8,2,10
LOC114175709,937,804,846,1005,1201,1935
LOC114177445,804,951,1634,714,831,725
LOC114179977,1,0,3,1,4,0
LOC114176734,87,183,99,47,131,247
LOC114179606,4,0,2,0,0,2
LOC114178160,0,0,0,0,0,0
LOC114178103,138,133,169,148,137,169
LOC114179353,66,47,76,57,52,71
LOC114177363,4,4,2,2,0,2
LOC114177316,0,0,0,4,0,2
LOC114179426,930,2083,1602,1374,1492,1218
LOC114178167,84,42,116,92,45,21
LOC114176987,828,1300,1168,1446,1341,1136
LOC114179501,0,6,0,0,2,0
LOC114178173,0,2,4,2,2,2
LOC114175693,897,1184,1009,662,1119,1745
LOC114178987,223,395,384,290,261,264
LOC114178986,74,181,65,85,113,70
LOC114178988,435,590,612,559,535,501
LOC114177933,221,341,222,238,258,327
TRNAD-GUC_11,0,0,0,0,0,0
TRNAD-GUC_12,0,0,0,0,0,0
LOC114177205,91,80,63,99,89,114
LOC114177202,24,29,31,28,36,38
LOC114177204,445,444,427,326,282,342
LOC114175978,18,32,22,39,26,44
LOC114178375,355,446,400,417,403,517
LOC114177391,2,0,0,2,0,0
LOC114177918,53,88,105,109,80,112
TRNAK-UUU_5,0,0,0,0,0,0
LOC114179109,0,0,0,0,0,0
LOC114175319,6,16,10,3,4,8
LOC114178874,89,131,99,116,163,165
LOC114178460,348,446,310,345,434,476
LOC114176694,0,14,5,4,9,4
LOC114178271,4,0,0,0,2,2
LOC114179619,26,36,51,36,22,54
LOC114179363,35,125,80,77,65,118
LOC114178691,100,138,78,71,141,185
LOC114179593,0,0,0,0,0,2
LOC114178081,0,0,3,0,0,2
LOC114178080,72,84,95,87,102,98
LOC114177195,8,7,12,13,17,18
LOC114179357,0,0,0,0,0,0
LOC114178962,0,0,2,0,0,0
LOC114176129,19,45,16,21,30,25
TRNAA-UGC,0,0,0,0,0,0
LOC114175730,356,343,311,324,303,414
LOC114178522,31,31,19,54,22,149
LOC114180024,0,0,0,0,0,0
LOC114180021,0,0,0,0,0,0
LOC114180022,0,0,0,0,0,0
LOC114180023,0,0,0,0,0,0
LOC114179989,0,0,0,0,0,0
LOC114180061,0,0,0,0,0,0
LOC114179988,0,0,0,0,0,0
LOC114180064,6,11,2,8,11,9
LOC114176703,0,2,2,2,2,0
LOC114176718,2,0,6,0,2,4
LOC114176719,0,0,0,0,0,0
LOC114179352,0,0,0,0,0,0
LOC114179804,30,20,14,24,38,45
LOC114177190,47,58,42,60,40,90
LOC114175665,58,91,58,57,90,109
LOC114174942,70,177,122,112,131,197
LOC114175627,0,0,2,0,0,0
LOC114178212,0,0,0,0,0,0
LOC114176884,4,25,0,4,15,34
LOC114174882,89,160,116,92,141,170
LOC114175841,65,64,61,50,87,70
LOC114179354,4,10,2,19,8,14
LOC114177309,0,0,0,0,0,0
LOC114177425,2,0,0,0,4,2
LOC114178675,0,0,0,0,0,0
LOC114178673,37,48,34,36,35,36
LOC114178514,555,1156,720,882,890,859
LOC114175697,0,0,0,0,0,0
LOC114176397,0,0,0,0,0,0
LOC114176161,66,55,58,85,69,123
LOC114179549,1553,2000,1500,1355,1499,1814
LOC114179290,57,52,51,41,40,83
LOC114179448,302,346,284,333,278,350
LOC114179449,36,33,63,44,63,94
LOC114177032,0,4,2,8,18,10
LOC114178224,0,0,0,0,0,0
LOC114178075,1,2,0,4,6,9
LOC114178074,176,264,183,228,254,351
LOC114178073,4,8,4,10,22,13
LOC114179840,94,144,94,115,116,148
LOC114176015,560,737,656,824,699,558
LOC114175075,342,591,361,405,469,552
LOC114174982,0,0,0,0,0,0
LOC114178238,0,0,0,0,0,0
LOC114178243,0,0,0,0,0,0
LOC114174961,0,0,2,0,2,0
LOC114178339,79,124,193,100,79,54
LOC114178340,8,7,12,4,6,5
LOC114179900,127,170,118,139,137,154
LOC114178329,6,0,6,2,6,2
LOC114178328,86,90,92,83,79,79
LOC114175674,85,79,56,51,43,77
LOC114179824,273,482,411,336,422,413
LOC114178033,316,378,343,371,456,502
LOC114178945,0,0,0,0,0,2
LOC114176760,0,0,0,0,0,0
LOC114175939,180,367,184,104,176,151
LOC114179823,14,6,6,28,12,8
LOC114178642,732,979,786,1040,1094,1386
LOC114178861,617,871,732,881,1148,1282
LOC114179455,4,28,20,20,37,21
LOC114175016,89,120,108,140,145,185
LOC114176518,2,0,0,0,0,0
LOC114176675,6,0,4,0,2,4
LOC114175913,0,0,0,0,0,0
LOC114175640,249,348,362,360,338,343
LOC114176561,6,11,6,7,10,22
LOC114179447,335,407,319,330,359,561
LOC114177095,18,32,30,48,41,52
LOC114177163,3,3,4,5,2,5
LOC114177162,410,394,294,364,372,424
LOC114176763,0,0,0,4,0,2
LOC114178707,14,86,33,53,60,42
LOC114179874,0,0,0,0,0,0
LOC114177084,350,555,455,416,427,568
LOC114177085,4,6,4,5,3,10
LOC114178364,401,441,352,366,465,617
LOC114176840,15,40,22,31,41,57
LOC114177639,690,784,835,1057,1005,1558
LOC114177640,84,113,92,134,135,215
LOC114177642,95,131,113,142,168,250
LOC114178884,112,137,94,82,136,176
LOC114177778,81,118,76,103,135,107
LOC114177779,28,31,48,39,56,68
LOC114177780,0,0,0,0,2,0
LOC114174890,0,2,0,0,0,0
LOC114179453,0,0,0,0,0,0
LOC114178999,231,249,200,255,297,416
LOC114179446,0,0,0,0,0,0
LOC114178523,189,289,200,210,251,281
LOC114175589,65,107,114,121,77,64
LOC114178676,242,331,242,277,450,671
LOC114177073,11,9,14,8,28,14
LOC114179305,30,42,28,52,41,48
LOC114179237,19,42,13,11,6,9
LOC114179843,37,42,33,39,32,39
LOC114179298,0,0,0,0,0,0
LOC114175064,40,30,29,45,56,69
LOC114176338,6,4,8,10,0,11
LOC114178896,57,55,43,60,45,72
LOC114178213,87,135,109,114,79,129
LOC114178982,31,66,43,67,78,121
LOC114179039,43,79,60,47,67,75
LOC114176200,72,95,52,137,125,139
LOC114178629,234,392,371,257,336,318
LOC114178878,811,755,601,793,712,994
LOC114177939,294,260,200,295,264,457
LOC114176837,327,397,294,409,603,799
LOC114177733,375,459,374,447,450,412
LOC114176695,376,314,339,313,348,486
LOC114179061,0,2,0,2,0,0
LOC114179062,20,31,20,33,33,42
LOC114178921,227,290,239,286,308,342
LOC114178349,160,269,193,187,252,294
LOC114178348,0,0,0,0,0,0
LOC114176393,0,0,0,0,0,0
LOC114177679,327,546,324,414,439,493
LOC114178512,951,1450,1158,1035,1210,1439
LOC114177500,0,0,0,0,0,0
LOC114178176,259,422,288,325,324,342
LOC114174962,31,39,73,50,19,23
LOC114179811,80,121,70,76,115,133
LOC114177052,78,89,72,112,127,147
LOC114178445,51,56,58,51,83,189
LOC114179041,100,90,108,123,136,129
LOC114177248,482,375,323,397,965,2056
LOC114175170,539,546,395,593,624,732
LOC114179228,281,282,293,253,285,286
LOC114177589,449,763,616,614,736,766
LOC114177265,0,0,0,0,0,0
LOC114175982,0,0,0,0,0,0
LOC114175686,0,0,0,0,0,0
LOC114177400,0,2,2,0,14,14
LOC114176088,1048,810,624,738,645,862
LOC114177442,14,16,19,27,32,43
LOC114176177,2,2,4,2,36,55
LOC114177799,266,425,301,300,322,728
TRNAC-GCA_7,0,2,3,2,0,1
LOC114176431,5102,9447,8850,5799,7446,7760
LOC114179206,60,44,43,24,21,14
LOC114176471,175,596,314,294,348,399
LOC114178609,1416,2161,1802,1754,1981,1698
LOC114178607,46,67,68,80,63,70
LOC114178166,499,380,365,369,329,387
LOC114176821,196,267,205,210,239,220
LOC114177096,0,0,0,0,0,0
LOC114178269,0,0,0,0,0,0
LOC114176095,19,17,8,10,10,16
LOC114178281,16,30,10,11,22,17
LOC114176390,8,13,22,16,18,13
LOC114178066,348,481,450,352,430,485
LOC114176233,2,2,8,8,6,6
LOC114174933,580,823,701,667,723,668
TRNAA-CGC_1,0,0,0,0,0,0
LOC114178565,4,6,14,9,6,8
LOC114178567,102,134,104,170,162,228
LOC114177663,97,78,88,99,71,99
LOC114177665,858,760,735,717,940,1451
LOC114177661,2,0,0,0,2,0
LOC114177662,171,270,187,206,252,277
LOC114177862,17,40,34,22,39,47
LOC114179645,0,0,0,0,0,0
LOC114176119,2,0,6,5,2,10
LOC114176052,28,60,34,14,46,64
LOC114178299,4,16,14,9,19,12
LOC114176438,102,172,110,124,62,114
LOC114177873,19,24,12,25,12,72
LOC114177875,149,133,120,114,107,122
LOC114176053,18,8,11,26,10,35
LOC114175997,33,36,37,35,32,43
LOC114176468,36,38,22,18,32,15
LOC114179188,66,61,44,52,56,95
LOC114178248,1488,2578,2094,1846,2378,2193
LOC114178300,0,0,0,0,0,0
LOC114177815,422,456,392,413,470,446
LOC114176357,67,21,162,63,49,28
LOC114176358,32,22,28,38,41,81
LOC114175708,0,0,0,0,0,0
LOC114179225,0,0,0,0,0,0
LOC114179301,8,6,10,12,8,16
LOC114176999,217,412,321,274,339,330
LOC114175383,245,322,200,289,339,417
LOC114177488,442,486,340,318,543,809
LOC114178302,11,14,18,12,7,5
LOC114177267,188,104,108,91,76,120
LOC114177264,46,30,46,31,169,662
LOC114176912,30,8,14,6,12,6
LOC114178465,108,144,107,107,130,140
LOC114178466,2115,2813,1494,1923,1862,1686
LOC114178467,216,198,207,256,236,286
LOC114178468,52,52,41,47,42,74
TRNAK-CUU_8,0,0,0,0,0,0
TRNAK-CUU_9,0,0,0,0,0,0
LOC114178270,444,623,633,575,614,584
LOC114176194,0,0,0,0,0,0
LOC114178304,649,822,802,632,888,1196
LOC114178305,0,0,0,0,3,0
LOC114177324,0,0,0,0,0,2
LOC114176523,0,0,0,0,0,2
LOC114176522,96,171,95,100,113,180
LOC114177046,22,17,25,9,23,31
LOC114177045,292,307,260,303,319,303
LOC114178437,222,349,277,275,314,439
LOC114175787,155,218,127,155,185,176
LOC114177110,4,6,4,10,10,10
LOC114175953,171,169,140,167,196,297
LOC114178008,8,18,18,18,10,66
LOC114176366,39,128,82,134,103,94
LOC114179951,153,272,188,125,282,274
LOC114176072,52,73,55,82,77,89
LOC114178309,610,542,631,709,818,1191
LOC114178368,110,151,175,170,140,167
LOC114178367,22,10,8,14,6,21
LOC114175880,0,0,0,0,0,0
LOC114180027,0,0,0,0,0,0
LOC114180026,0,0,0,0,0,0
LOC114179177,10,0,6,6,6,4
LOC114177868,1537,2756,2393,2080,2573,2393
LOC114178228,77,112,88,72,83,83
LOC114179261,0,0,0,0,0,2
LOC114178315,142,183,144,139,210,352
LOC114176917,0,2,0,0,0,0
LOC114178515,304,357,269,284,280,388
LOC114178502,166,288,269,273,304,385
LOC114179517,20,34,12,28,42,41
LOC114178222,6,10,13,12,58,33
TRNAT-UGU_1,0,0,0,0,0,0
LOC114178221,4,2,0,0,0,2
LOC114175778,1775,2724,1725,1717,1817,1977
LOC114178605,68,106,118,83,104,152
LOC114178280,41,58,40,79,56,95
LOC114176918,44,42,42,27,183,255
LOC114176801,18,16,30,31,26,14
LOC114176105,61,57,50,38,50,72
LOC114174872,22,12,31,37,30,36
LOC114174871,233,230,166,236,270,346
LOC114176767,22,30,30,32,14,11
LOC114179204,344,296,218,331,343,499
LOC114178756,85,120,92,103,105,162
LOC114175864,138,222,196,213,189,247
LOC114179566,27,51,45,38,41,48
LOC114179568,89,135,113,96,126,134
LOC114175679,6,5,0,4,0,5
LOC114178148,141,213,195,211,199,206
LOC114178895,480,836,684,571,759,770
LOC114178261,411,422,416,333,384,477
LOC114177857,427,730,678,572,758,760
TRNAC-GCA_8,0,0,0,0,0,0
TRNAC-GCA_9,0,0,0,0,0,0
LOC114178077,228,259,235,230,214,304
LOC114179462,42,46,84,78,85,100
LOC114176364,36,82,61,69,158,132
LOC114178919,1550,1828,1737,1551,1942,2289
LOC114176308,130,177,212,173,173,218
LOC114176309,9,4,10,0,13,8
LOC114176307,0,2,3,2,2,2
LOC114176096,168,244,323,266,261,297
LOC114179491,0,0,2,0,0,0
LOC114178592,181,203,200,190,209,293
LOC114179712,57,75,103,120,65,51
LOC114177101,150,161,131,141,113,128
LOC114177741,293,325,342,288,401,411
LOC114175392,0,0,0,0,0,0
LOC114179495,2,4,6,0,0,2
LOC114179038,534,578,495,546,497,442
LOC114177586,4,2,2,2,2,6
LOC114177584,108,116,105,126,116,181
LOC114177585,1422,1832,1946,1765,1522,1521
LOC114175355,99,167,116,126,130,149
LOC114179489,595,704,634,545,657,662
LOC114175105,0,0,0,0,0,0
LOC114174964,44,86,100,69,76,86
LOC114179374,40,12,7,10,6,89
LOC114178939,158,255,242,160,284,318
LOC114177077,2,4,2,4,4,0
LOC114176813,12,4,4,14,11,10
LOC114178948,189,276,221,219,315,430
LOC114174992,105,208,138,129,149,165
LOC114179844,244,249,239,302,290,380
LOC114179218,7,16,10,8,18,66
LOC114179314,14,21,27,7,21,20
LOC114175925,411,291,522,453,345,274
LOC114179612,38,75,29,74,108,171
LOC114179794,50,85,70,66,58,114
LOC114179155,0,2,2,0,0,2
LOC114177405,0,0,0,0,0,0
LOC114175417,2,4,4,2,2,0
LOC114175416,14,8,8,8,24,40
LOC114175638,16,18,6,10,99,207
LOC114179943,0,0,2,0,0,14
LOC114179006,171,213,176,208,180,243
LOC114178332,0,0,0,0,0,0
LOC114178343,0,0,0,0,0,0
LOC114176772,305,317,263,324,371,499
LOC114176773,153,255,232,336,318,356
LOC114178521,76,177,155,164,159,186
LOC114174990,870,767,663,876,712,1328
LOC114177517,2,0,2,17,4,0
LOC114178614,135,403,255,243,305,351
LOC114178911,4,10,2,2,0,4
LOC114178350,2,2,0,0,0,0
LOC114178161,20,36,32,32,26,49
LOC114178162,101,155,126,139,161,146
LOC114176761,4,2,2,4,6,11
LOC114179333,6,21,0,12,12,8
LOC114178797,448,455,440,584,523,553
LOC114179904,0,0,0,0,0,2
LOC114177151,1006,448,584,619,430,562
LOC114177262,0,0,0,0,0,4
LOC114176410,6,0,4,0,0,0
LOC114178377,0,0,0,0,0,0
LOC114174975,0,0,0,0,0,0
LOC114174976,430,581,474,479,614,661
LOC114174979,67,71,82,85,95,135
LOC114174978,322,563,478,459,460,525
LOC114179976,11,27,36,25,22,26
LOC114179975,2562,3694,2870,2715,2695,2591
LOC114178384,0,4,0,0,0,4
TRNAK-CUU_10,0,0,0,0,0,0
LOC114178890,211,244,144,161,224,304
LOC114179454,2029,1757,1800,1836,1186,1005
LOC114174887,0,0,0,0,0,0
LOC114176833,561,425,319,342,303,503
LOC114179634,0,0,0,0,0,0
LOC114174901,38,38,33,28,51,52
LOC114176190,6,0,2,2,4,12
LOC114176191,1,3,6,0,1,4
LOC114175839,40,60,46,36,25,48
LOC114175287,56,38,71,48,71,59
LOC114178980,0,0,0,0,0,0
LOC114177809,1165,1391,1056,1006,1015,1288
LOC114177807,101,72,63,67,86,97
LOC114177808,235,334,337,272,395,392
LOC114179349,0,0,0,2,0,0
LOC114179229,70,105,73,69,83,78
TRNAS-AGA_1,0,0,0,0,0,0
TRNAS-AGA_2,0,0,0,0,0,0
LOC114176804,6,0,6,9,12,14
LOC114177492,0,0,0,0,0,0
LOC114177880,181,201,200,144,270,465
LOC114177660,573,557,438,516,732,1204
LOC114177211,597,824,555,605,701,1020
